Text,Line
en-an-na-tum₂ ensi₂ lagaš{ki} dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka-ke₄ ud {d}nin-ŋir₂-su₂-ke₄ šag₄-ge\n5edat ba-pad₃-da-a\l1 eren babbar₂\abs kur-ta mu-na-ta-ed₃ e₂-še₃ mu-na-sig₉-sig₉-ga-a\l1 saŋ-šu₄-bi\term eren babbar₂\abs mu-na-ni-gub ur ha-lu-ub₂\abs i₃-du₈-še₃ mu-na-durunₓ(|KU.KU|)-na-a\n5al2 lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su₂-ra mu\abs mu-na-ŋar,en-an-na-tum₂
en-an-na-tum₂ ensi₂ lagaš{ki} dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka-ke₄ ud {d}nin-ŋir₂-su₂-ke₄ šag₄-ge\n5edat ba-pad₃-da-a\l1 eren babbar₂\abs kur-ta mu-na-ta-ed₃ e₂-še₃ mu-na-sig₉-sig₉-ga-a\l1 saŋ-šu₄-bi\term eren babbar₂\abs mu-na-ni-gub ur ha-lu-ub₂\abs i₃-du₈-še₃ mu-na-durunₓ(|KU.KU|)-na-a\n5al2 lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su₂-ra mu\abs mu-na-ŋar,ensi₂
en-an-na-tum₂ ensi₂ lagaš{ki} dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka-ke₄ ud {d}nin-ŋir₂-su₂-ke₄ šag₄-ge\n5edat ba-pad₃-da-a\l1 eren babbar₂\abs kur-ta mu-na-ta-ed₃ e₂-še₃ mu-na-sig₉-sig₉-ga-a\l1 saŋ-šu₄-bi\term eren babbar₂\abs mu-na-ni-gub ur ha-lu-ub₂\abs i₃-du₈-še₃ mu-na-durunₓ(|KU.KU|)-na-a\n5al2 lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su₂-ra mu\abs mu-na-ŋar,lagaš{ki}
en-an-na-tum₂ ensi₂ lagaš{ki} dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka-ke₄ ud {d}nin-ŋir₂-su₂-ke₄ šag₄-ge\n5edat ba-pad₃-da-a\l1 eren babbar₂\abs kur-ta mu-na-ta-ed₃ e₂-še₃ mu-na-sig₉-sig₉-ga-a\l1 saŋ-šu₄-bi\term eren babbar₂\abs mu-na-ni-gub ur ha-lu-ub₂\abs i₃-du₈-še₃ mu-na-durunₓ(|KU.KU|)-na-a\n5al2 lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su₂-ra mu\abs mu-na-ŋar,dumu aya₂-kur-gal
en-an-na-tum₂ ensi₂ lagaš{ki} dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka-ke₄ ud {d}nin-ŋir₂-su₂-ke₄ šag₄-ge\n5edat ba-pad₃-da-a\l1 eren babbar₂\abs kur-ta mu-na-ta-ed₃ e₂-še₃ mu-na-sig₉-sig₉-ga-a\l1 saŋ-šu₄-bi\term eren babbar₂\abs mu-na-ni-gub ur ha-lu-ub₂\abs i₃-du₈-še₃ mu-na-durunₓ(|KU.KU|)-na-a\n5al2 lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su₂-ra mu\abs mu-na-ŋar,ensi₂
en-an-na-tum₂ ensi₂ lagaš{ki} dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka-ke₄ ud {d}nin-ŋir₂-su₂-ke₄ šag₄-ge\n5edat ba-pad₃-da-a\l1 eren babbar₂\abs kur-ta mu-na-ta-ed₃ e₂-še₃ mu-na-sig₉-sig₉-ga-a\l1 saŋ-šu₄-bi\term eren babbar₂\abs mu-na-ni-gub ur ha-lu-ub₂\abs i₃-du₈-še₃ mu-na-durunₓ(|KU.KU|)-na-a\n5al2 lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su₂-ra mu\abs mu-na-ŋar,lagaš{ki}-ka-ke₄
en-an-na-tum₂ ensi₂ lagaš{ki} dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka-ke₄ ud {d}nin-ŋir₂-su₂-ke₄ šag₄-ge\n5edat ba-pad₃-da-a\l1 eren babbar₂\abs kur-ta mu-na-ta-ed₃ e₂-še₃ mu-na-sig₉-sig₉-ga-a\l1 saŋ-šu₄-bi\term eren babbar₂\abs mu-na-ni-gub ur ha-lu-ub₂\abs i₃-du₈-še₃ mu-na-durunₓ(|KU.KU|)-na-a\n5al2 lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su₂-ra mu\abs mu-na-ŋar,ud {d}nin-ŋir₂-su₂-ke₄
en-an-na-tum₂ ensi₂ lagaš{ki} dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka-ke₄ ud {d}nin-ŋir₂-su₂-ke₄ šag₄-ge\n5edat ba-pad₃-da-a\l1 eren babbar₂\abs kur-ta mu-na-ta-ed₃ e₂-še₃ mu-na-sig₉-sig₉-ga-a\l1 saŋ-šu₄-bi\term eren babbar₂\abs mu-na-ni-gub ur ha-lu-ub₂\abs i₃-du₈-še₃ mu-na-durunₓ(|KU.KU|)-na-a\n5al2 lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su₂-ra mu\abs mu-na-ŋar,šag₄-ge\n5edat ba-pad₃-da-a\l1
en-an-na-tum₂ ensi₂ lagaš{ki} dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka-ke₄ ud {d}nin-ŋir₂-su₂-ke₄ šag₄-ge\n5edat ba-pad₃-da-a\l1 eren babbar₂\abs kur-ta mu-na-ta-ed₃ e₂-še₃ mu-na-sig₉-sig₉-ga-a\l1 saŋ-šu₄-bi\term eren babbar₂\abs mu-na-ni-gub ur ha-lu-ub₂\abs i₃-du₈-še₃ mu-na-durunₓ(|KU.KU|)-na-a\n5al2 lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su₂-ra mu\abs mu-na-ŋar,eren babbar₂\abs
en-an-na-tum₂ ensi₂ lagaš{ki} dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka-ke₄ ud {d}nin-ŋir₂-su₂-ke₄ šag₄-ge\n5edat ba-pad₃-da-a\l1 eren babbar₂\abs kur-ta mu-na-ta-ed₃ e₂-še₃ mu-na-sig₉-sig₉-ga-a\l1 saŋ-šu₄-bi\term eren babbar₂\abs mu-na-ni-gub ur ha-lu-ub₂\abs i₃-du₈-še₃ mu-na-durunₓ(|KU.KU|)-na-a\n5al2 lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su₂-ra mu\abs mu-na-ŋar,kur-ta mu-na-ta-ed₃
