Text,Line
{d}nun-gal nin e₂-kur-ra nin lu₂\abs til₃-til₃ nin-a-ni-ir nam-til₃ {d}amar-{d}suen nibru{ki}-a {d}en-lil₂-le mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka nita kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ka-še₃ puzur₄-i₃-li₂ šabra e₂-UG-ti-ke₄ a\abs mu-na-ru,{d}nun-gal
{d}nun-gal nin e₂-kur-ra nin lu₂\abs til₃-til₃ nin-a-ni-ir nam-til₃ {d}amar-{d}suen nibru{ki}-a {d}en-lil₂-le mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka nita kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ka-še₃ puzur₄-i₃-li₂ šabra e₂-UG-ti-ke₄ a\abs mu-na-ru,nin e₂-kur-ra
{d}nun-gal nin e₂-kur-ra nin lu₂\abs til₃-til₃ nin-a-ni-ir nam-til₃ {d}amar-{d}suen nibru{ki}-a {d}en-lil₂-le mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka nita kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ka-še₃ puzur₄-i₃-li₂ šabra e₂-UG-ti-ke₄ a\abs mu-na-ru,nin lu₂\abs til₃-til₃
{d}nun-gal nin e₂-kur-ra nin lu₂\abs til₃-til₃ nin-a-ni-ir nam-til₃ {d}amar-{d}suen nibru{ki}-a {d}en-lil₂-le mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka nita kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ka-še₃ puzur₄-i₃-li₂ šabra e₂-UG-ti-ke₄ a\abs mu-na-ru,nin-a-ni-ir
{d}nun-gal nin e₂-kur-ra nin lu₂\abs til₃-til₃ nin-a-ni-ir nam-til₃ {d}amar-{d}suen nibru{ki}-a {d}en-lil₂-le mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka nita kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ka-še₃ puzur₄-i₃-li₂ šabra e₂-UG-ti-ke₄ a\abs mu-na-ru,nam-til₃
{d}nun-gal nin e₂-kur-ra nin lu₂\abs til₃-til₃ nin-a-ni-ir nam-til₃ {d}amar-{d}suen nibru{ki}-a {d}en-lil₂-le mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka nita kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ka-še₃ puzur₄-i₃-li₂ šabra e₂-UG-ti-ke₄ a\abs mu-na-ru,{d}amar-{d}suen
{d}nun-gal nin e₂-kur-ra nin lu₂\abs til₃-til₃ nin-a-ni-ir nam-til₃ {d}amar-{d}suen nibru{ki}-a {d}en-lil₂-le mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka nita kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ka-še₃ puzur₄-i₃-li₂ šabra e₂-UG-ti-ke₄ a\abs mu-na-ru,nibru{ki}-a
{d}nun-gal nin e₂-kur-ra nin lu₂\abs til₃-til₃ nin-a-ni-ir nam-til₃ {d}amar-{d}suen nibru{ki}-a {d}en-lil₂-le mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka nita kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ka-še₃ puzur₄-i₃-li₂ šabra e₂-UG-ti-ke₄ a\abs mu-na-ru,{d}en-lil₂-le
{d}nun-gal nin e₂-kur-ra nin lu₂\abs til₃-til₃ nin-a-ni-ir nam-til₃ {d}amar-{d}suen nibru{ki}-a {d}en-lil₂-le mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka nita kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ka-še₃ puzur₄-i₃-li₂ šabra e₂-UG-ti-ke₄ a\abs mu-na-ru,mu\abs pad₃-da
{d}nun-gal nin e₂-kur-ra nin lu₂\abs til₃-til₃ nin-a-ni-ir nam-til₃ {d}amar-{d}suen nibru{ki}-a {d}en-lil₂-le mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka nita kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ka-še₃ puzur₄-i₃-li₂ šabra e₂-UG-ti-ke₄ a\abs mu-na-ru,saŋ-us₂
