Text,Line
{d}nin-ŋir₂-su ur-saŋ {d}en-lil₂-la₂-ra iri-ka-gen₆-na lugal lagaš{ki}-ke₄ e₂ gal ti-ra-aš₂\gen\abs mu-na-du₃ an-ta-sur-ra\abs mu-na-du₃ e₂ {d}ba-u₂\gen\abs mu-na-du₃ bur-saŋ e₂ sa₂-dug₄-ka-ni\abs mu-na-du₃ ŋa₂-udu-ur₄ iri-kug-ga-ka-ni\abs mu-na-du₃ {d}nanše\dat id₂-niŋin₆{ki}-du id₂ ki\abs aŋ₂-ne₂\n5el3 al\abs mu-na-du₃ kun-bi\abs ab-šag₄-ga\l1 mu-na-ni-la₂ bad₃ ŋir₂-su{ki}\gen\abs mu-na-du₃ ud ul-li₂-a-ta numun\abs e₃-a-ta ud-bi-a lu₂ ma₂-lah₅-ke₄ ma₂\abs e-dab₅ anše\abs u₂-du-le e-dab₅ udu\abs u₂-du-le e-dab₅ {u₃-mu₂}u₂-mu₁₁\abs enku-re₆ e-dab₅ gudu₄-ge-ne\erg še-gub-ba\abs ambar{ki}-a e-aŋ₂ sipad udu siki-ka-ke₄-ne\erg bar udu had₂-ka\n5al2 kug\abs be₂-ŋar-re₂-eš₂ lu₂-eš₂-gid₂ gala-mah agrig lu₂-bappir₃ ugula-ugula-ne\erg bar sila₄ gaba-ka-ka\n5al2 kug\abs be₂-ŋar-re₂-eš₂ gud diŋir-re₂-ne-ke₄ ki šum₂-ma ensi₂-ka\gen\abs i₃-uru₄ ašag sag₉-ga diŋir-re₂-ne-ka ki šum₂-ma ki ukuš₂\gen ensi₂-ka\gen\abs e-ŋal₂-lam anše surₓ(ERIN₂)-ra gud du₇-du₇\abs saŋŋa-saŋŋa-ne\dat e-ne-keše₂-ra₂-am₆\v14sg3s še saŋŋa-saŋŋa-ne\gen\abs surₓ(ERIN₂) ensi₂-ka-ke₄\gen\n5el3 e-ba\v14sg3s {tug₂}ŋeštug-{d}nin-kilim{gi₄-li₂-na}\abs {tug₂}|U₃.AŠ₂|\abs {tug₂}šu-du₈-ur₃\abs {tug₂}niŋ₂-bar-ba\abs gada-u₃-la₂\abs gu sug₄-ga\abs gu sa la₂\abs saŋ-šu₄ zabar₃\abs {urud}gag zabar₃\abs RU-ur-ra zabar₃\abs kuš zalag-ga\abs a₂ buru₄-sig₁₇{mušen}\gen\abs ku-mul\abs BIL₂-GI-šušₓ(|ŠE+NAM₂|)\abs maš bar-dul₅\abs saŋŋa-saŋŋa-ne\erg dupsik-še₃ i₃-guru₃-am₆ saŋŋa GAR-ke₄ kiri₆ ama ukur₃-ra₂ ŋeš\abs na\l3 ba-ni-degₓ(RI)-degₓ(RI) gi-lam\abs e-ta-keše₂-re₆ adda ki-mah-še₃ de₆\gen kaš-ni\abs 7(aš@c) dug ninda-ni\abs 7(geš₂)-nam 2(barig@c) {še}ha-zi\abs 1(aš@c) tug₂\abs 1(aš@c) maš saŋ-ŋa₂\gen\abs 1(aš@c) ŋeš-nu₂\abs uruhₓ(|KUŠU₂.MUŠ₃|)-e ba-de₆ 1(barig@c) še\abs lu₂-umum-ma-ke₄ ba-de₆ gi {d}en-ki-ka-ka lu₂\abs u₃-de₆ kaš-ni\abs 7(aš@c) dug ninda-ni\abs 7(geš₂)-nam 2(barig@c) še\abs 1(aš@c) tug₂\abs 1(aš@c) ŋeš-nu₂\abs 1(aš@c) {ŋeš}dur₂-ŋar\abs uruhₓ(|KUŠU₂.MUŠ₃|)-e ba-de₆ 1(barig@c) še\abs lu₂-umum-ma-ke₄ ba-de₆ ŋeš-kiŋ₂-ti\erg ninda šu-il₂-la\gen\abs i₃-tuku-am₆ ŋuruš\abs min-me addirₓ(|PAD.DUG.GIŠ.SI|) a-bul₅-la\gen\abs i₃-tuku-am₆ e₂ ensi₂-ka\gen ašag ensi₂-ka-ke₄\gen\n5el3 e₂ e₂-mi₂\gen ašag e₂-mi₂-ke₄\gen\n5el3 e₂ nam dumu\gen ašag nam dumu-ke₄\gen\n5el3 zag\abs i₃-us₂-us₂-am₆\v14sg3s ki-sur-ra {d}nin-ŋir₂-su-ka-ta a-ab-še₃ maškim\abs di\abs e-ŋal₂-lam RU-lugal-ke₄ saŋ ašag-ga-na-ka pu₂\abs i₃-ni-du₃ igi-nu-du₈\abs ba-dab₅ a-muš-ša₄ ašag-ga ŋal₂-la-a\l1 igi-nu-du₈\abs ba-dab₅ bi₃-lu₅-da ud-bi-ta\abs e-me-am₆ ud {d}nin-ŋir₂-su ur-saŋ {d}en-lil₂-la₂-ke₄ iri-ka-gen₆-na-ra nam-lugal lagaš{ki}\gen\abs e-na-šum₂-ma-a šag₄ lu₂ 1(šarʾu@c)-ta šu-ni\abs e-ma-ta-dab₅-ba-a nam\abs tar-ra ud-bi-ta\abs e-še₃-ŋar inim lugal-ni {d}nin-ŋir₂-su-ke₄ e-na-dug₄-ga\abs ba-dab₅ ma₂-ta lu₂ ma₂-lah₅\gen\abs e-ta-šub anše-ta udu-ta u₂-du-bi\abs e-ta-šub {u₃-mu₂}u₂-mu₁₁\abl enku\abs e-ta-šub še-gub-ba gudu₄-ge-ne-ta ka-guru₇\abs e-ta-šub bar udu had₂-ka\n5al2 bar sila₄ gaba-ka-ka\n5al2 kug\abs a-ŋa₂-ŋa₂-da maškim-bi\abs e-ta-šub dupsik saŋŋa-saŋŋa-ne\erg e₂-gal-še₃ mu-guru₃-a\gen maškim-bi\abs e-ta-šub e₂ ensi₂-ka\gen ašag ensi₂-ka-ka\gen\gen {d}nin-ŋir₂-su\abs lugal-ba\l1 ni-kurₓ(DU) e₂ e₂-mi₂\gen ašag e₂-mi₂-ka\gen\gen {d}ba-u₂\abs nin-ba\l1 ni-kurₓ(DU) e₂ nam dumu\gen ašag nam dumu-ka\gen\gen {d}šul-šag₄-ga-na\abs lugal-ba\l1 ni-kurₓ(DU) ki-sur-ra {d}nin-ŋir₂-su-ka-ta a-ab-še₃ maškim\abs lu₂\erg nu-e adda ki-mah-še₃ de₆\gen kaš-ni\abs 3(aš@c) dug ninda-ni\abs 1(geš₂@c) 2(u@c)-am₆ 1(aš@c) ŋeš-nu₂\abs 1(aš@c) maš saŋ-ŋa₂\gen\abs uruhₓ(|KUŠU₂.MUŠ₃|)-e ba-tumu₃ 3(ban₂@c) še\abs lu₂-umum-ma-ke₄ ba-tumu₃ gi {d}en-ki-ka-ka lu₂\abs u₃-de₆ kaš-ni\abs 4(aš@c) dug ninda-ni\abs 4(geš₂@c)-am₆ 1(barig@c) še uruhₓ(|KUŠU₂.MUŠ₃|)-e ba-tumu₃ 3(ban₂@c) še\abs lu₂-umum-ma-ke₄ ba-tumu₃ 1(aš@c) |NIG₂.SAG.LAL.MUNUS|\abs 1(aš@c) sila₃ ir nun\abs ereš-diŋir-re₂ ba-tumu₃ 7(geš₂@c) ninda durunₓ(|KU.KU|)-na\abs ninda gub-ba-am₆ 4(u@c) ninda kum₂\abs zu₂\abs gub-ba-am₆ 1(u@c) ninda kum₂\abs ninda banšur-ra-kam 5(aš@c) ninda lu₂ zig₃-ga-ka\cop 2(aš@c) kaš mudₓ(LAK449) 1(aš@c) sa₂-dug₄\abs gala ŋir₂-su{ki}-kam 8(geš₂@c) 1(u@c) ninda 2(aš@c) kaš mudₓ(LAK449) 1(aš@c) sa₂-dug₄\abs gala lagaš{ki}-kam 6(geš₂@c) 4(u@c) 6(aš@c) ninda 1(aš@c) kaš mudₓ(LAK449) 1(aš@c) sa₂-dug₄\abs gala-am₆ 4(geš₂@c) 1(u@c) ninda 1(aš@c) kaš mudₓ(LAK449)\abs nam um-ma-me 3(geš₂@c) ninda 1(aš@c) kaš mudₓ(LAK449)\abs |ABBA₂.IGI| niŋin₆{ki}-na-me igi-nu-du₈ NI-ra-a gub-ba\gen ninda zu₂\abs gub-ba-ni\abs 1(aš@c)-am₆ 5(aš@c) ninda\abs ŋi₆-ba-a-ka-ni\cop 1(aš@c) ninda\abs ud-sa₂-ka-ni\cop 6(aš@c) ninda\abs ŋi₆-an-na-ka-ni\cop 1(geš₂@c) ninda 1(aš@c) kaš mudₓ(LAK449) 3(ban₂@c) še\abs lu₂ saŋ-bur iri\n5edat ak-da-kam addirₓ(|PAD.DUG.GIŠ.SI|) a-bul₅-la\gen\abs ŋuruš min-ka inim\abs i₃-gi₄\v14sg3s ŋeš-kiŋ₂-ti\gen ninda šu-il₂-la-ba inim\abs i₃-gi₄\v14sg3s saŋŋa GAR kiri₆ ama ukur₃-ra₂ nu-kurₓ(DU)-kurₓ(DU)\v10l1\v14sg3s RU-lugal-ra anše sag₉-ga\abs u₃-na-tud\v14sg3s ugula-ne₂ ga-še₃-sa₁₀ u₃-na-dug₄ ud-da mu-še₃-sa₁₀-sa₁₀ kug šag₄-ŋa₂ a-sag₉-ga\v14sg3s\abs la₂-ma u₃-na-dug₄ ud-da nu-še₃-sa₁₀-sa₁₀ ugula\erg lipišₓ(|AB₂.ŠA₃|)-bi\abs na-na-tag-ge e₂ lu₂ gu-la-ke₄ e₂ RU-lugal-ka\abs ab-us₂-sa\v11bl3\v14sg3s\l1 lu₂ gu-la-be₂ ga-še₃-sa₁₀ u₃-na-dug₄ ud-da mu-še₃-sa₁₀-sa₁₀ kug šag₄-ŋa₂ a-sag₉-ga\v14sg3s\abs la₂-ma e₂-ŋu₁₀\abs šen-nam še\abs si-ma-ni u₃-na-dug₄ ud-da nu-še₃-sa₁₀-sa₁₀ lu₂ gu-la-be₂ RU-lugal-ra lipišₓ(|AB₂.ŠA₃|)-bi\abs na-na-tag-ge i₃-dug₄ dumu lagaš{ki}\gen ur₅-ra\l1 til₃-la gur\abs gub-ba še\abs sig₉-ga niŋ₂\abs zuh-a saŋ\abs ŋeš\abs ra-a\gen e₂-EŠ₂-bi\abs e-luh ama-gi₄-bi\abs e-ŋar nu-siki nu-ma-kuš\abs lu₂ a₂-tuku\dat nu-na-ŋa₂-ŋa₂-a\gen {d}nin-ŋir₂-su-da iri-ka-gen₆-na-ke₄ inim-be₂ ka\abs e-da-keše₂ šag₄ mu-ba-ka\l1 id₂ tur ŋir₂-su{ki}\erg i₃-tuku-a\n5al3 {d}nin-ŋir₂-su-ra al\abs mu-na-du₃ mu ud-bi-ta-bi\abs e-še₃-ŋar {d}nin-ŋir₂-su nibru{ki}-ta nir-ŋal₂\abs iri-ka-gen₆-na-ke₄ mu\term mu-na-še₂₁ id₂-niŋin₆{ki}-du-a mu-na-ni-la₂ id₂\abs kug-ga-am₆ šag₄-bi\abs dadag-ga-am₆ {d}nanše\dat a zal-le\abs he₂-na-tumu₃,{d}nin-ŋir₂-su
{d}nin-ŋir₂-su ur-saŋ {d}en-lil₂-la₂-ra iri-ka-gen₆-na lugal lagaš{ki}-ke₄ e₂ gal ti-ra-aš₂\gen\abs mu-na-du₃ an-ta-sur-ra\abs mu-na-du₃ e₂ {d}ba-u₂\gen\abs mu-na-du₃ bur-saŋ e₂ sa₂-dug₄-ka-ni\abs mu-na-du₃ ŋa₂-udu-ur₄ iri-kug-ga-ka-ni\abs mu-na-du₃ {d}nanše\dat id₂-niŋin₆{ki}-du id₂ ki\abs aŋ₂-ne₂\n5el3 al\abs mu-na-du₃ kun-bi\abs ab-šag₄-ga\l1 mu-na-ni-la₂ bad₃ ŋir₂-su{ki}\gen\abs mu-na-du₃ ud ul-li₂-a-ta numun\abs e₃-a-ta ud-bi-a lu₂ ma₂-lah₅-ke₄ ma₂\abs e-dab₅ anše\abs u₂-du-le e-dab₅ udu\abs u₂-du-le e-dab₅ {u₃-mu₂}u₂-mu₁₁\abs enku-re₆ e-dab₅ gudu₄-ge-ne\erg še-gub-ba\abs ambar{ki}-a e-aŋ₂ sipad udu siki-ka-ke₄-ne\erg bar udu had₂-ka\n5al2 kug\abs be₂-ŋar-re₂-eš₂ lu₂-eš₂-gid₂ gala-mah agrig lu₂-bappir₃ ugula-ugula-ne\erg bar sila₄ gaba-ka-ka\n5al2 kug\abs be₂-ŋar-re₂-eš₂ gud diŋir-re₂-ne-ke₄ ki šum₂-ma ensi₂-ka\gen\abs i₃-uru₄ ašag sag₉-ga diŋir-re₂-ne-ka ki šum₂-ma ki ukuš₂\gen ensi₂-ka\gen\abs e-ŋal₂-lam anše surₓ(ERIN₂)-ra gud du₇-du₇\abs saŋŋa-saŋŋa-ne\dat e-ne-keše₂-ra₂-am₆\v14sg3s še saŋŋa-saŋŋa-ne\gen\abs surₓ(ERIN₂) ensi₂-ka-ke₄\gen\n5el3 e-ba\v14sg3s {tug₂}ŋeštug-{d}nin-kilim{gi₄-li₂-na}\abs {tug₂}|U₃.AŠ₂|\abs {tug₂}šu-du₈-ur₃\abs {tug₂}niŋ₂-bar-ba\abs gada-u₃-la₂\abs gu sug₄-ga\abs gu sa la₂\abs saŋ-šu₄ zabar₃\abs {urud}gag zabar₃\abs RU-ur-ra zabar₃\abs kuš zalag-ga\abs a₂ buru₄-sig₁₇{mušen}\gen\abs ku-mul\abs BIL₂-GI-šušₓ(|ŠE+NAM₂|)\abs maš bar-dul₅\abs saŋŋa-saŋŋa-ne\erg dupsik-še₃ i₃-guru₃-am₆ saŋŋa GAR-ke₄ kiri₆ ama ukur₃-ra₂ ŋeš\abs na\l3 ba-ni-degₓ(RI)-degₓ(RI) gi-lam\abs e-ta-keše₂-re₆ adda ki-mah-še₃ de₆\gen kaš-ni\abs 7(aš@c) dug ninda-ni\abs 7(geš₂)-nam 2(barig@c) {še}ha-zi\abs 1(aš@c) tug₂\abs 1(aš@c) maš saŋ-ŋa₂\gen\abs 1(aš@c) ŋeš-nu₂\abs uruhₓ(|KUŠU₂.MUŠ₃|)-e ba-de₆ 1(barig@c) še\abs lu₂-umum-ma-ke₄ ba-de₆ gi {d}en-ki-ka-ka lu₂\abs u₃-de₆ kaš-ni\abs 7(aš@c) dug ninda-ni\abs 7(geš₂)-nam 2(barig@c) še\abs 1(aš@c) tug₂\abs 1(aš@c) ŋeš-nu₂\abs 1(aš@c) {ŋeš}dur₂-ŋar\abs uruhₓ(|KUŠU₂.MUŠ₃|)-e ba-de₆ 1(barig@c) še\abs lu₂-umum-ma-ke₄ ba-de₆ ŋeš-kiŋ₂-ti\erg ninda šu-il₂-la\gen\abs i₃-tuku-am₆ ŋuruš\abs min-me addirₓ(|PAD.DUG.GIŠ.SI|) a-bul₅-la\gen\abs i₃-tuku-am₆ e₂ ensi₂-ka\gen ašag ensi₂-ka-ke₄\gen\n5el3 e₂ e₂-mi₂\gen ašag e₂-mi₂-ke₄\gen\n5el3 e₂ nam dumu\gen ašag nam dumu-ke₄\gen\n5el3 zag\abs i₃-us₂-us₂-am₆\v14sg3s ki-sur-ra {d}nin-ŋir₂-su-ka-ta a-ab-še₃ maškim\abs di\abs e-ŋal₂-lam RU-lugal-ke₄ saŋ ašag-ga-na-ka pu₂\abs i₃-ni-du₃ igi-nu-du₈\abs ba-dab₅ a-muš-ša₄ ašag-ga ŋal₂-la-a\l1 igi-nu-du₈\abs ba-dab₅ bi₃-lu₅-da ud-bi-ta\abs e-me-am₆ ud {d}nin-ŋir₂-su ur-saŋ {d}en-lil₂-la₂-ke₄ iri-ka-gen₆-na-ra nam-lugal lagaš{ki}\gen\abs e-na-šum₂-ma-a šag₄ lu₂ 1(šarʾu@c)-ta šu-ni\abs e-ma-ta-dab₅-ba-a nam\abs tar-ra ud-bi-ta\abs e-še₃-ŋar inim lugal-ni {d}nin-ŋir₂-su-ke₄ e-na-dug₄-ga\abs ba-dab₅ ma₂-ta lu₂ ma₂-lah₅\gen\abs e-ta-šub anše-ta udu-ta u₂-du-bi\abs e-ta-šub {u₃-mu₂}u₂-mu₁₁\abl enku\abs e-ta-šub še-gub-ba gudu₄-ge-ne-ta ka-guru₇\abs e-ta-šub bar udu had₂-ka\n5al2 bar sila₄ gaba-ka-ka\n5al2 kug\abs a-ŋa₂-ŋa₂-da maškim-bi\abs e-ta-šub dupsik saŋŋa-saŋŋa-ne\erg e₂-gal-še₃ mu-guru₃-a\gen maškim-bi\abs e-ta-šub e₂ ensi₂-ka\gen ašag ensi₂-ka-ka\gen\gen {d}nin-ŋir₂-su\abs lugal-ba\l1 ni-kurₓ(DU) e₂ e₂-mi₂\gen ašag e₂-mi₂-ka\gen\gen {d}ba-u₂\abs nin-ba\l1 ni-kurₓ(DU) e₂ nam dumu\gen ašag nam dumu-ka\gen\gen {d}šul-šag₄-ga-na\abs lugal-ba\l1 ni-kurₓ(DU) ki-sur-ra {d}nin-ŋir₂-su-ka-ta a-ab-še₃ maškim\abs lu₂\erg nu-e adda ki-mah-še₃ de₆\gen kaš-ni\abs 3(aš@c) dug ninda-ni\abs 1(geš₂@c) 2(u@c)-am₆ 1(aš@c) ŋeš-nu₂\abs 1(aš@c) maš saŋ-ŋa₂\gen\abs uruhₓ(|KUŠU₂.MUŠ₃|)-e ba-tumu₃ 3(ban₂@c) še\abs lu₂-umum-ma-ke₄ ba-tumu₃ gi {d}en-ki-ka-ka lu₂\abs u₃-de₆ kaš-ni\abs 4(aš@c) dug ninda-ni\abs 4(geš₂@c)-am₆ 1(barig@c) še uruhₓ(|KUŠU₂.MUŠ₃|)-e ba-tumu₃ 3(ban₂@c) še\abs lu₂-umum-ma-ke₄ ba-tumu₃ 1(aš@c) |NIG₂.SAG.LAL.MUNUS|\abs 1(aš@c) sila₃ ir nun\abs ereš-diŋir-re₂ ba-tumu₃ 7(geš₂@c) ninda durunₓ(|KU.KU|)-na\abs ninda gub-ba-am₆ 4(u@c) ninda kum₂\abs zu₂\abs gub-ba-am₆ 1(u@c) ninda kum₂\abs ninda banšur-ra-kam 5(aš@c) ninda lu₂ zig₃-ga-ka\cop 2(aš@c) kaš mudₓ(LAK449) 1(aš@c) sa₂-dug₄\abs gala ŋir₂-su{ki}-kam 8(geš₂@c) 1(u@c) ninda 2(aš@c) kaš mudₓ(LAK449) 1(aš@c) sa₂-dug₄\abs gala lagaš{ki}-kam 6(geš₂@c) 4(u@c) 6(aš@c) ninda 1(aš@c) kaš mudₓ(LAK449) 1(aš@c) sa₂-dug₄\abs gala-am₆ 4(geš₂@c) 1(u@c) ninda 1(aš@c) kaš mudₓ(LAK449)\abs nam um-ma-me 3(geš₂@c) ninda 1(aš@c) kaš mudₓ(LAK449)\abs |ABBA₂.IGI| niŋin₆{ki}-na-me igi-nu-du₈ NI-ra-a gub-ba\gen ninda zu₂\abs gub-ba-ni\abs 1(aš@c)-am₆ 5(aš@c) ninda\abs ŋi₆-ba-a-ka-ni\cop 1(aš@c) ninda\abs ud-sa₂-ka-ni\cop 6(aš@c) ninda\abs ŋi₆-an-na-ka-ni\cop 1(geš₂@c) ninda 1(aš@c) kaš mudₓ(LAK449) 3(ban₂@c) še\abs lu₂ saŋ-bur iri\n5edat ak-da-kam addirₓ(|PAD.DUG.GIŠ.SI|) a-bul₅-la\gen\abs ŋuruš min-ka inim\abs i₃-gi₄\v14sg3s ŋeš-kiŋ₂-ti\gen ninda šu-il₂-la-ba inim\abs i₃-gi₄\v14sg3s saŋŋa GAR kiri₆ ama ukur₃-ra₂ nu-kurₓ(DU)-kurₓ(DU)\v10l1\v14sg3s RU-lugal-ra anše sag₉-ga\abs u₃-na-tud\v14sg3s ugula-ne₂ ga-še₃-sa₁₀ u₃-na-dug₄ ud-da mu-še₃-sa₁₀-sa₁₀ kug šag₄-ŋa₂ a-sag₉-ga\v14sg3s\abs la₂-ma u₃-na-dug₄ ud-da nu-še₃-sa₁₀-sa₁₀ ugula\erg lipišₓ(|AB₂.ŠA₃|)-bi\abs na-na-tag-ge e₂ lu₂ gu-la-ke₄ e₂ RU-lugal-ka\abs ab-us₂-sa\v11bl3\v14sg3s\l1 lu₂ gu-la-be₂ ga-še₃-sa₁₀ u₃-na-dug₄ ud-da mu-še₃-sa₁₀-sa₁₀ kug šag₄-ŋa₂ a-sag₉-ga\v14sg3s\abs la₂-ma e₂-ŋu₁₀\abs šen-nam še\abs si-ma-ni u₃-na-dug₄ ud-da nu-še₃-sa₁₀-sa₁₀ lu₂ gu-la-be₂ RU-lugal-ra lipišₓ(|AB₂.ŠA₃|)-bi\abs na-na-tag-ge i₃-dug₄ dumu lagaš{ki}\gen ur₅-ra\l1 til₃-la gur\abs gub-ba še\abs sig₉-ga niŋ₂\abs zuh-a saŋ\abs ŋeš\abs ra-a\gen e₂-EŠ₂-bi\abs e-luh ama-gi₄-bi\abs e-ŋar nu-siki nu-ma-kuš\abs lu₂ a₂-tuku\dat nu-na-ŋa₂-ŋa₂-a\gen {d}nin-ŋir₂-su-da iri-ka-gen₆-na-ke₄ inim-be₂ ka\abs e-da-keše₂ šag₄ mu-ba-ka\l1 id₂ tur ŋir₂-su{ki}\erg i₃-tuku-a\n5al3 {d}nin-ŋir₂-su-ra al\abs mu-na-du₃ mu ud-bi-ta-bi\abs e-še₃-ŋar {d}nin-ŋir₂-su nibru{ki}-ta nir-ŋal₂\abs iri-ka-gen₆-na-ke₄ mu\term mu-na-še₂₁ id₂-niŋin₆{ki}-du-a mu-na-ni-la₂ id₂\abs kug-ga-am₆ šag₄-bi\abs dadag-ga-am₆ {d}nanše\dat a zal-le\abs he₂-na-tumu₃,ur-saŋ {d}en-lil₂-la₂-ra
