Text,Line
{d}i-bi₂-{d}suen diŋir kalam-ma-na\gen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ur-niŋar{ŋar} dub-sar dumu x arad₂-da-ni-ir in-na-ba,{d}i-bi₂-{d}suen
{d}i-bi₂-{d}suen diŋir kalam-ma-na\gen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ur-niŋar{ŋar} dub-sar dumu x arad₂-da-ni-ir in-na-ba,diŋir kalam-ma-na\gen
{d}i-bi₂-{d}suen diŋir kalam-ma-na\gen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ur-niŋar{ŋar} dub-sar dumu x arad₂-da-ni-ir in-na-ba,lugal kalag-ga
{d}i-bi₂-{d}suen diŋir kalam-ma-na\gen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ur-niŋar{ŋar} dub-sar dumu x arad₂-da-ni-ir in-na-ba,lugal urim₅{ki}-ma
{d}i-bi₂-{d}suen diŋir kalam-ma-na\gen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ur-niŋar{ŋar} dub-sar dumu x arad₂-da-ni-ir in-na-ba,lugal an-ub-da limmu₂-ba-ke₄
{d}i-bi₂-{d}suen diŋir kalam-ma-na\gen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ur-niŋar{ŋar} dub-sar dumu x arad₂-da-ni-ir in-na-ba,ur-niŋar{ŋar}
{d}i-bi₂-{d}suen diŋir kalam-ma-na\gen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ur-niŋar{ŋar} dub-sar dumu x arad₂-da-ni-ir in-na-ba,dub-sar
{d}i-bi₂-{d}suen diŋir kalam-ma-na\gen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ur-niŋar{ŋar} dub-sar dumu x arad₂-da-ni-ir in-na-ba,dumu x
{d}i-bi₂-{d}suen diŋir kalam-ma-na\gen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ur-niŋar{ŋar} dub-sar dumu x arad₂-da-ni-ir in-na-ba,arad₂-da-ni-ir
{d}i-bi₂-{d}suen diŋir kalam-ma-na\gen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ur-niŋar{ŋar} dub-sar dumu x arad₂-da-ni-ir in-na-ba,in-na-ba
