Text,Line
{d}en-lil₂ lugal kur-kur-ra ab-ba diŋir-diŋir-re₂-ne-ke₄ inim gen₆-na-ni-ta {d}nin-ŋir₂-su₂ {d}šara₂-bi\dat ki\abs e-ne-sur me-silim lugal kiš{ki}-ke₄ inim {d}ištaran-na-ta eš₂-gana₂\abs be₂-ra ki-ba na\abs bi₂-du₃ UŠ ensi₂ umma{ki}-ke₄ nam inim-ma\n5al2 dirig-dirig-še₃ e-ak na-ru₂-a-bi\abs i₃-burₓ(PAD) eden lagaš{ki}-še₃\gen\term i₃-kurₓ(DU) {d}nin-ŋir₂-su ur-saŋ {d}en-lil₂-la₂-ke₄ inim si\abs sa₂-ni-ta umma{ki}-da dam-ha-ra\abs e-da-ak inim {d}en-lil₂-la₂-ta sa-šuš-gal\abs bi₂-šuš |SAHAR.DU₆.TAK₄|-bi\abs niš\cop eden-na ki\abs ba-ni-us₂-us₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}\gen pa-bil₃-ga en-mete-na ensi₂ lagaš{ki}-ka-ke₄ en-a₂-kal-le ensi₂ umma{ki}-da\gen\com ki\abs e-da-sur eg₂-bi\abs id₂-nun-ta gu₂-eden-na-še₃ eb₂-ta-ni-e₃ ašag {d}nin-ŋir₂-su-ka 3(geš₂@c) 3(u@c) 1/2(aš@c) eše₂ {ninda}nindaₓ(DU)\abs a₂ umma{ki}-še₃\gen\term mu-taka₄ ašag lugal\abs nu-tuku\l1 ni-kurₓ(DU) eg₂-ba\n5al2 na-ru₂-a\abs e-me-sar-sar na-ru₂-a me-silim-ma\abs ki-be₂\n5el3 bi₂-gi₄ eden umma{ki}-še₃\gen\term nu-dib₂\v14sg3s im-dub-ba {d}nin-ŋir₂-su-ka nam-nun-da-ki-ŋar-ra\l2 barag {d}en-lil₂-la₂ barag {d}nin-hur-saŋ-ka barag {d}nin-ŋir₂-su-ka barag {d}utu\gen\abs bi₂-du₃ še {d}nanše\gen še {d}nin-ŋir₂-su-ka\abs 1(aš@c) guru₇-am₆ lu₂ umma{ki}-ke₄ ur₅-še₃ i₃-gu₇ ku₅-ra₂\abs ba-us₂\v11bl3\v14sg3s 4(šarʾu@c) gal guru₇\l1 ba-kur₉\v14sg3s bar še-bi\abs nu-da-su₃-su₃-da-ka ur-lum-ma ensi₂ umma{ki}-ke₄ eg₂ ki-sur-ra\gen {d}nin-ŋir₂-su-ka eg₂ ki-sur-ra\gen {d}nanše\gen\abs a-e\n5el3 i₃-mi-e₃\v10l3 na-ru₂-a-be₂\n5edat izi\abs ba-šum₂ i₃-burₓ(PAD)-burₓ(PAD) barag ri-a diŋir-re₂-ne\gen nam-nun-da-ki-ŋar-ra\l2 ab-du₃-a\abs i₃-gul-gul kur-kur\abs e-ma-huŋ eg₂ ki-sur-ra\gen {d}nin-ŋir₂-su-ka-ka\n5al2 e-ma-ta-bala en-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ ašag u₃-gig-ga {a-šag₄}ašag {d}nin-ŋir₂-su-ka-ka\gen\l1 ŋeš\abs teš₂-teš₂-še₃ e-da-la₂ en-mete-na dumu ki\abs aŋ₂ en-an-na-tum₂-ma-ke₄ aga₃-kar₂\abs i₃-ni-sig₁₀\v10l2 ur-lum-ma\abs ba-da-kar\v14sg3s šag₄ umma{ki}-še₃\gen\term e-gaz anše-ni\abs 1(geš₂) surₓ(ERIN₂)-am₆ gu₂ {id₂}lum-ma-ŋir₂-nun-ta-ka e-še₃-taka₄ nam lu₂-lu₇-ba\gen ŋiri₃-pad-ra₂-bi\abs eden-da e-da-taka₄-taka₄ |SAHAR.DU₆.TAK₄|-bi\abs ki ia₂-a\n5al2 i₃-mi-dub ud-ba il₂\abs saŋŋa zabala₅{ki}-kam ŋir₂-su{ki}-ta umma{ki}-še₃ gar₃-dar-ra-a\l1 e-ŋen\v14sg3s il₂-le nam-ensi₂ umma{ki}-a\gen\abs šu\dat e-ma-ti eg₂ ki-sur-ra\gen {d}nin-ŋir₂-su-ka eg₂ ki-sur-ra\gen {d}nanše\gen im-dub-ba {d}nin-ŋir₂-su-ka gu₂ {id₂}idigna-še₃\gen\term ŋal₂-la gu₂-gu₂ ŋir₂-su{ki}-ka nam-nun-da-ki-ŋar-ra {d}en-lil₂-la₂ {d}en-ki-ka {d}nin-hur-saŋ-ka a-e\n5el3 i₃-mi-e₃\v10l3 še lagaš{ki}\gen\abs 1(šar₂) guru₇-am₆ i₃-su en-mete-na ensi₂ lagaš{ki}-ke₄ bar eg₂-ba-ka il₂-še₃ lu₂\abs he₂-še₃-gi₄-gi₄-a\l1 il₂ ensi₂ umma{ki}\gen {a-šag₄}ašag\abs kar-kar niŋ₂-erim₂\abs dug₄-dug₄-ge eg₂ ki-sur-ra\gen {d}nin-ŋir₂-su-ka eg₂ ki-sur-ra {d}nanše\gen\abs ŋa₂-kam i₃-mi-dug₄ an-ta-sur-ra-ta e₂-{d}dimgal-abzu-ka-še₃ im-dub-ba\abs i₃-ed₂-de₃ i₃-mi-dug₄ {d}en-lil₂-le {d}nin-hur-saŋ-ke₄ nu-na-šum₂ en-mete-na ensi₂ lagaš{ki}\gen mu\abs pad₃-da {d}nin-ŋir₂-su-ka-ke₄ inim si\abs sa₂ {d}en-lil₂-la₂-ta inim si\abs sa₂ {d}nin-ŋir₂-su-ka-ta inim si\abs sa₂ {d}nanše-ta eg₂-bi\abs {id₂}idigna-ta id₂-nun-še₃ e-ak nam-nun-da-ki-ŋar-ra\gen ur₂-bi\abs na₄-a\l1 mu-ni-du₃ lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su-ra nin ki\abs an-na-aŋ₂-ŋa₂-ni {d}nanše\dat ki-be₂\n5el3 mu-na-gi₄ en-mete-na ensi₂ lagaš{ki}\gen ŋidru\abs šum₂-ma {d}en-lil₂-la₂ ŋeštug₂ šum₂-ma {d}en-ki-ka šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su-ka lu₂ inim diŋir-re₂-ne\gen\abs dab₅-ba\gen diŋir-ra-ni {d}šul-|MUŠ×PA|\abs nam-til₃ en-mete-na-ka-še₃ ud ul-la-še₃ {d}nin-ŋir₂-su-ra {d}nanše\dat he₂-na-ši-gub\v14sg3s lu₂ umma{ki}-a\gen\abs eg₂ ki-sur-ra\gen {d}nin-ŋir₂-su-ka-ka\n5al2 eg₂ ki-sur-ra\gen {d}nanše-ka\n5al2 a₂-zig₃-še₃ {a-šag₄}ašag\abs tumu₃-de₃\n5edat am₆-ta-bala-e-da\abs lu₂ umma{ki}\gen\abs he₂ lu₂ kur-ra\abs he₂ {d}en-lil₂-le he₂-ha-lam-me {d}nin-ŋir₂-su-ke₄ sa-šuš-gal-ni\abs u₃-ni-šuš šu mah ŋiri₃ mah-ni\abs an-ta he₂-ŋa₂-ŋa₂ nam lu₂-lu₇\erg iri-na\l1 šu\abs u₃-na-zig₃ šag₄ iri-na-ka\l1 ha-ne₂-gaz-zeₓ(|AB₂.ŠA₃.GE|),{d}en-lil₂
{d}en-lil₂ lugal kur-kur-ra ab-ba diŋir-diŋir-re₂-ne-ke₄ inim gen₆-na-ni-ta {d}nin-ŋir₂-su₂ {d}šara₂-bi\dat ki\abs e-ne-sur me-silim lugal kiš{ki}-ke₄ inim {d}ištaran-na-ta eš₂-gana₂\abs be₂-ra ki-ba na\abs bi₂-du₃ UŠ ensi₂ umma{ki}-ke₄ nam inim-ma\n5al2 dirig-dirig-še₃ e-ak na-ru₂-a-bi\abs i₃-burₓ(PAD) eden lagaš{ki}-še₃\gen\term i₃-kurₓ(DU) {d}nin-ŋir₂-su ur-saŋ {d}en-lil₂-la₂-ke₄ inim si\abs sa₂-ni-ta umma{ki}-da dam-ha-ra\abs e-da-ak inim {d}en-lil₂-la₂-ta sa-šuš-gal\abs bi₂-šuš |SAHAR.DU₆.TAK₄|-bi\abs niš\cop eden-na ki\abs ba-ni-us₂-us₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}\gen pa-bil₃-ga en-mete-na ensi₂ lagaš{ki}-ka-ke₄ en-a₂-kal-le ensi₂ umma{ki}-da\gen\com ki\abs e-da-sur eg₂-bi\abs id₂-nun-ta gu₂-eden-na-še₃ eb₂-ta-ni-e₃ ašag {d}nin-ŋir₂-su-ka 3(geš₂@c) 3(u@c) 1/2(aš@c) eše₂ {ninda}nindaₓ(DU)\abs a₂ umma{ki}-še₃\gen\term mu-taka₄ ašag lugal\abs nu-tuku\l1 ni-kurₓ(DU) eg₂-ba\n5al2 na-ru₂-a\abs e-me-sar-sar na-ru₂-a me-silim-ma\abs ki-be₂\n5el3 bi₂-gi₄ eden umma{ki}-še₃\gen\term nu-dib₂\v14sg3s im-dub-ba {d}nin-ŋir₂-su-ka nam-nun-da-ki-ŋar-ra\l2 barag {d}en-lil₂-la₂ barag {d}nin-hur-saŋ-ka barag {d}nin-ŋir₂-su-ka barag {d}utu\gen\abs bi₂-du₃ še {d}nanše\gen še {d}nin-ŋir₂-su-ka\abs 1(aš@c) guru₇-am₆ lu₂ umma{ki}-ke₄ ur₅-še₃ i₃-gu₇ ku₅-ra₂\abs ba-us₂\v11bl3\v14sg3s 4(šarʾu@c) gal guru₇\l1 ba-kur₉\v14sg3s bar še-bi\abs nu-da-su₃-su₃-da-ka ur-lum-ma ensi₂ umma{ki}-ke₄ eg₂ ki-sur-ra\gen {d}nin-ŋir₂-su-ka eg₂ ki-sur-ra\gen {d}nanše\gen\abs a-e\n5el3 i₃-mi-e₃\v10l3 na-ru₂-a-be₂\n5edat izi\abs ba-šum₂ i₃-burₓ(PAD)-burₓ(PAD) barag ri-a diŋir-re₂-ne\gen nam-nun-da-ki-ŋar-ra\l2 ab-du₃-a\abs i₃-gul-gul kur-kur\abs e-ma-huŋ eg₂ ki-sur-ra\gen {d}nin-ŋir₂-su-ka-ka\n5al2 e-ma-ta-bala en-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ ašag u₃-gig-ga {a-šag₄}ašag {d}nin-ŋir₂-su-ka-ka\gen\l1 ŋeš\abs teš₂-teš₂-še₃ e-da-la₂ en-mete-na dumu ki\abs aŋ₂ en-an-na-tum₂-ma-ke₄ aga₃-kar₂\abs i₃-ni-sig₁₀\v10l2 ur-lum-ma\abs ba-da-kar\v14sg3s šag₄ umma{ki}-še₃\gen\term e-gaz anše-ni\abs 1(geš₂) surₓ(ERIN₂)-am₆ gu₂ {id₂}lum-ma-ŋir₂-nun-ta-ka e-še₃-taka₄ nam lu₂-lu₇-ba\gen ŋiri₃-pad-ra₂-bi\abs eden-da e-da-taka₄-taka₄ |SAHAR.DU₆.TAK₄|-bi\abs ki ia₂-a\n5al2 i₃-mi-dub ud-ba il₂\abs saŋŋa zabala₅{ki}-kam ŋir₂-su{ki}-ta umma{ki}-še₃ gar₃-dar-ra-a\l1 e-ŋen\v14sg3s il₂-le nam-ensi₂ umma{ki}-a\gen\abs šu\dat e-ma-ti eg₂ ki-sur-ra\gen {d}nin-ŋir₂-su-ka eg₂ ki-sur-ra\gen {d}nanše\gen im-dub-ba {d}nin-ŋir₂-su-ka gu₂ {id₂}idigna-še₃\gen\term ŋal₂-la gu₂-gu₂ ŋir₂-su{ki}-ka nam-nun-da-ki-ŋar-ra {d}en-lil₂-la₂ {d}en-ki-ka {d}nin-hur-saŋ-ka a-e\n5el3 i₃-mi-e₃\v10l3 še lagaš{ki}\gen\abs 1(šar₂) guru₇-am₆ i₃-su en-mete-na ensi₂ lagaš{ki}-ke₄ bar eg₂-ba-ka il₂-še₃ lu₂\abs he₂-še₃-gi₄-gi₄-a\l1 il₂ ensi₂ umma{ki}\gen {a-šag₄}ašag\abs kar-kar niŋ₂-erim₂\abs dug₄-dug₄-ge eg₂ ki-sur-ra\gen {d}nin-ŋir₂-su-ka eg₂ ki-sur-ra {d}nanše\gen\abs ŋa₂-kam i₃-mi-dug₄ an-ta-sur-ra-ta e₂-{d}dimgal-abzu-ka-še₃ im-dub-ba\abs i₃-ed₂-de₃ i₃-mi-dug₄ {d}en-lil₂-le {d}nin-hur-saŋ-ke₄ nu-na-šum₂ en-mete-na ensi₂ lagaš{ki}\gen mu\abs pad₃-da {d}nin-ŋir₂-su-ka-ke₄ inim si\abs sa₂ {d}en-lil₂-la₂-ta inim si\abs sa₂ {d}nin-ŋir₂-su-ka-ta inim si\abs sa₂ {d}nanše-ta eg₂-bi\abs {id₂}idigna-ta id₂-nun-še₃ e-ak nam-nun-da-ki-ŋar-ra\gen ur₂-bi\abs na₄-a\l1 mu-ni-du₃ lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su-ra nin ki\abs an-na-aŋ₂-ŋa₂-ni {d}nanše\dat ki-be₂\n5el3 mu-na-gi₄ en-mete-na ensi₂ lagaš{ki}\gen ŋidru\abs šum₂-ma {d}en-lil₂-la₂ ŋeštug₂ šum₂-ma {d}en-ki-ka šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su-ka lu₂ inim diŋir-re₂-ne\gen\abs dab₅-ba\gen diŋir-ra-ni {d}šul-|MUŠ×PA|\abs nam-til₃ en-mete-na-ka-še₃ ud ul-la-še₃ {d}nin-ŋir₂-su-ra {d}nanše\dat he₂-na-ši-gub\v14sg3s lu₂ umma{ki}-a\gen\abs eg₂ ki-sur-ra\gen {d}nin-ŋir₂-su-ka-ka\n5al2 eg₂ ki-sur-ra\gen {d}nanše-ka\n5al2 a₂-zig₃-še₃ {a-šag₄}ašag\abs tumu₃-de₃\n5edat am₆-ta-bala-e-da\abs lu₂ umma{ki}\gen\abs he₂ lu₂ kur-ra\abs he₂ {d}en-lil₂-le he₂-ha-lam-me {d}nin-ŋir₂-su-ke₄ sa-šuš-gal-ni\abs u₃-ni-šuš šu mah ŋiri₃ mah-ni\abs an-ta he₂-ŋa₂-ŋa₂ nam lu₂-lu₇\erg iri-na\l1 šu\abs u₃-na-zig₃ šag₄ iri-na-ka\l1 ha-ne₂-gaz-zeₓ(|AB₂.ŠA₃.GE|),lugal kur-kur-ra
{d}en-lil₂ lugal kur-kur-ra ab-ba diŋir-diŋir-re₂-ne-ke₄ inim gen₆-na-ni-ta {d}nin-ŋir₂-su₂ {d}šara₂-bi\dat ki\abs e-ne-sur me-silim lugal kiš{ki}-ke₄ inim {d}ištaran-na-ta eš₂-gana₂\abs be₂-ra ki-ba na\abs bi₂-du₃ UŠ ensi₂ umma{ki}-ke₄ nam inim-ma\n5al2 dirig-dirig-še₃ e-ak na-ru₂-a-bi\abs i₃-burₓ(PAD) eden lagaš{ki}-še₃\gen\term i₃-kurₓ(DU) {d}nin-ŋir₂-su ur-saŋ {d}en-lil₂-la₂-ke₄ inim si\abs sa₂-ni-ta umma{ki}-da dam-ha-ra\abs e-da-ak inim {d}en-lil₂-la₂-ta sa-šuš-gal\abs bi₂-šuš |SAHAR.DU₆.TAK₄|-bi\abs niš\cop eden-na ki\abs ba-ni-us₂-us₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}\gen pa-bil₃-ga en-mete-na ensi₂ lagaš{ki}-ka-ke₄ en-a₂-kal-le ensi₂ umma{ki}-da\gen\com ki\abs e-da-sur eg₂-bi\abs id₂-nun-ta gu₂-eden-na-še₃ eb₂-ta-ni-e₃ ašag {d}nin-ŋir₂-su-ka 3(geš₂@c) 3(u@c) 1/2(aš@c) eše₂ {ninda}nindaₓ(DU)\abs a₂ umma{ki}-še₃\gen\term mu-taka₄ ašag lugal\abs nu-tuku\l1 ni-kurₓ(DU) eg₂-ba\n5al2 na-ru₂-a\abs e-me-sar-sar na-ru₂-a me-silim-ma\abs ki-be₂\n5el3 bi₂-gi₄ eden umma{ki}-še₃\gen\term nu-dib₂\v14sg3s im-dub-ba {d}nin-ŋir₂-su-ka nam-nun-da-ki-ŋar-ra\l2 barag {d}en-lil₂-la₂ barag {d}nin-hur-saŋ-ka barag {d}nin-ŋir₂-su-ka barag {d}utu\gen\abs bi₂-du₃ še {d}nanše\gen še {d}nin-ŋir₂-su-ka\abs 1(aš@c) guru₇-am₆ lu₂ umma{ki}-ke₄ ur₅-še₃ i₃-gu₇ ku₅-ra₂\abs ba-us₂\v11bl3\v14sg3s 4(šarʾu@c) gal guru₇\l1 ba-kur₉\v14sg3s bar še-bi\abs nu-da-su₃-su₃-da-ka ur-lum-ma ensi₂ umma{ki}-ke₄ eg₂ ki-sur-ra\gen {d}nin-ŋir₂-su-ka eg₂ ki-sur-ra\gen {d}nanše\gen\abs a-e\n5el3 i₃-mi-e₃\v10l3 na-ru₂-a-be₂\n5edat izi\abs ba-šum₂ i₃-burₓ(PAD)-burₓ(PAD) barag ri-a diŋir-re₂-ne\gen nam-nun-da-ki-ŋar-ra\l2 ab-du₃-a\abs i₃-gul-gul kur-kur\abs e-ma-huŋ eg₂ ki-sur-ra\gen {d}nin-ŋir₂-su-ka-ka\n5al2 e-ma-ta-bala en-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ ašag u₃-gig-ga {a-šag₄}ašag {d}nin-ŋir₂-su-ka-ka\gen\l1 ŋeš\abs teš₂-teš₂-še₃ e-da-la₂ en-mete-na dumu ki\abs aŋ₂ en-an-na-tum₂-ma-ke₄ aga₃-kar₂\abs i₃-ni-sig₁₀\v10l2 ur-lum-ma\abs ba-da-kar\v14sg3s šag₄ umma{ki}-še₃\gen\term e-gaz anše-ni\abs 1(geš₂) surₓ(ERIN₂)-am₆ gu₂ {id₂}lum-ma-ŋir₂-nun-ta-ka e-še₃-taka₄ nam lu₂-lu₇-ba\gen ŋiri₃-pad-ra₂-bi\abs eden-da e-da-taka₄-taka₄ |SAHAR.DU₆.TAK₄|-bi\abs ki ia₂-a\n5al2 i₃-mi-dub ud-ba il₂\abs saŋŋa zabala₅{ki}-kam ŋir₂-su{ki}-ta umma{ki}-še₃ gar₃-dar-ra-a\l1 e-ŋen\v14sg3s il₂-le nam-ensi₂ umma{ki}-a\gen\abs šu\dat e-ma-ti eg₂ ki-sur-ra\gen {d}nin-ŋir₂-su-ka eg₂ ki-sur-ra\gen {d}nanše\gen im-dub-ba {d}nin-ŋir₂-su-ka gu₂ {id₂}idigna-še₃\gen\term ŋal₂-la gu₂-gu₂ ŋir₂-su{ki}-ka nam-nun-da-ki-ŋar-ra {d}en-lil₂-la₂ {d}en-ki-ka {d}nin-hur-saŋ-ka a-e\n5el3 i₃-mi-e₃\v10l3 še lagaš{ki}\gen\abs 1(šar₂) guru₇-am₆ i₃-su en-mete-na ensi₂ lagaš{ki}-ke₄ bar eg₂-ba-ka il₂-še₃ lu₂\abs he₂-še₃-gi₄-gi₄-a\l1 il₂ ensi₂ umma{ki}\gen {a-šag₄}ašag\abs kar-kar niŋ₂-erim₂\abs dug₄-dug₄-ge eg₂ ki-sur-ra\gen {d}nin-ŋir₂-su-ka eg₂ ki-sur-ra {d}nanše\gen\abs ŋa₂-kam i₃-mi-dug₄ an-ta-sur-ra-ta e₂-{d}dimgal-abzu-ka-še₃ im-dub-ba\abs i₃-ed₂-de₃ i₃-mi-dug₄ {d}en-lil₂-le {d}nin-hur-saŋ-ke₄ nu-na-šum₂ en-mete-na ensi₂ lagaš{ki}\gen mu\abs pad₃-da {d}nin-ŋir₂-su-ka-ke₄ inim si\abs sa₂ {d}en-lil₂-la₂-ta inim si\abs sa₂ {d}nin-ŋir₂-su-ka-ta inim si\abs sa₂ {d}nanše-ta eg₂-bi\abs {id₂}idigna-ta id₂-nun-še₃ e-ak nam-nun-da-ki-ŋar-ra\gen ur₂-bi\abs na₄-a\l1 mu-ni-du₃ lugal ki\abs an-na-aŋ₂-ŋa₂-ni {d}nin-ŋir₂-su-ra nin ki\abs an-na-aŋ₂-ŋa₂-ni {d}nanše\dat ki-be₂\n5el3 mu-na-gi₄ en-mete-na ensi₂ lagaš{ki}\gen ŋidru\abs šum₂-ma {d}en-lil₂-la₂ ŋeštug₂ šum₂-ma {d}en-ki-ka šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su-ka lu₂ inim diŋir-re₂-ne\gen\abs dab₅-ba\gen diŋir-ra-ni {d}šul-|MUŠ×PA|\abs nam-til₃ en-mete-na-ka-še₃ ud ul-la-še₃ {d}nin-ŋir₂-su-ra {d}nanše\dat he₂-na-ši-gub\v14sg3s lu₂ umma{ki}-a\gen\abs eg₂ ki-sur-ra\gen {d}nin-ŋir₂-su-ka-ka\n5al2 eg₂ ki-sur-ra\gen {d}nanše-ka\n5al2 a₂-zig₃-še₃ {a-šag₄}ašag\abs tumu₃-de₃\n5edat am₆-ta-bala-e-da\abs lu₂ umma{ki}\gen\abs he₂ lu₂ kur-ra\abs he₂ {d}en-lil₂-le he₂-ha-lam-me {d}nin-ŋir₂-su-ke₄ sa-šuš-gal-ni\abs u₃-ni-šuš šu mah ŋiri₃ mah-ni\abs an-ta he₂-ŋa₂-ŋa₂ nam lu₂-lu₇\erg iri-na\l1 šu\abs u₃-na-zig₃ šag₄ iri-na-ka\l1 ha-ne₂-gaz-zeₓ(|AB₂.ŠA₃.GE|),ab-ba diŋir-diŋir-re₂-ne-ke₄
