Text,Line
{d}ba-u₂ munus sag₉-ga dumu an-na nin iri-kug-ga nin-a-ni\dat nam-til₃ nam-mah-ni ensi₂ lagaš{ki}-ka-še₃ nin-ka-gen₆-na ama-tud-da-ne₂ {d}lamma tar-sir₂-sir₂-ra\abs kisal {d}ba-u₂-ka\l1 ku₄(REC56)-ku₄(REC56)-da-ne₂ alan-e\dem1\erg nin-ŋu₁₀\abs ŋeštug₂-ga-ni-a\l1 mu-na-ni-ru-gu₂\v11sg3p sizkur-ŋu₁₀\abs he₂-na-be₂ ne-saŋ\abs a\abs mu-na-ru,{d}ba-u₂
{d}ba-u₂ munus sag₉-ga dumu an-na nin iri-kug-ga nin-a-ni\dat nam-til₃ nam-mah-ni ensi₂ lagaš{ki}-ka-še₃ nin-ka-gen₆-na ama-tud-da-ne₂ {d}lamma tar-sir₂-sir₂-ra\abs kisal {d}ba-u₂-ka\l1 ku₄(REC56)-ku₄(REC56)-da-ne₂ alan-e\dem1\erg nin-ŋu₁₀\abs ŋeštug₂-ga-ni-a\l1 mu-na-ni-ru-gu₂\v11sg3p sizkur-ŋu₁₀\abs he₂-na-be₂ ne-saŋ\abs a\abs mu-na-ru,munus sag₉-ga
{d}ba-u₂ munus sag₉-ga dumu an-na nin iri-kug-ga nin-a-ni\dat nam-til₃ nam-mah-ni ensi₂ lagaš{ki}-ka-še₃ nin-ka-gen₆-na ama-tud-da-ne₂ {d}lamma tar-sir₂-sir₂-ra\abs kisal {d}ba-u₂-ka\l1 ku₄(REC56)-ku₄(REC56)-da-ne₂ alan-e\dem1\erg nin-ŋu₁₀\abs ŋeštug₂-ga-ni-a\l1 mu-na-ni-ru-gu₂\v11sg3p sizkur-ŋu₁₀\abs he₂-na-be₂ ne-saŋ\abs a\abs mu-na-ru,dumu an-na
{d}ba-u₂ munus sag₉-ga dumu an-na nin iri-kug-ga nin-a-ni\dat nam-til₃ nam-mah-ni ensi₂ lagaš{ki}-ka-še₃ nin-ka-gen₆-na ama-tud-da-ne₂ {d}lamma tar-sir₂-sir₂-ra\abs kisal {d}ba-u₂-ka\l1 ku₄(REC56)-ku₄(REC56)-da-ne₂ alan-e\dem1\erg nin-ŋu₁₀\abs ŋeštug₂-ga-ni-a\l1 mu-na-ni-ru-gu₂\v11sg3p sizkur-ŋu₁₀\abs he₂-na-be₂ ne-saŋ\abs a\abs mu-na-ru,nin iri-kug-ga
{d}ba-u₂ munus sag₉-ga dumu an-na nin iri-kug-ga nin-a-ni\dat nam-til₃ nam-mah-ni ensi₂ lagaš{ki}-ka-še₃ nin-ka-gen₆-na ama-tud-da-ne₂ {d}lamma tar-sir₂-sir₂-ra\abs kisal {d}ba-u₂-ka\l1 ku₄(REC56)-ku₄(REC56)-da-ne₂ alan-e\dem1\erg nin-ŋu₁₀\abs ŋeštug₂-ga-ni-a\l1 mu-na-ni-ru-gu₂\v11sg3p sizkur-ŋu₁₀\abs he₂-na-be₂ ne-saŋ\abs a\abs mu-na-ru,nin-a-ni\dat
{d}ba-u₂ munus sag₉-ga dumu an-na nin iri-kug-ga nin-a-ni\dat nam-til₃ nam-mah-ni ensi₂ lagaš{ki}-ka-še₃ nin-ka-gen₆-na ama-tud-da-ne₂ {d}lamma tar-sir₂-sir₂-ra\abs kisal {d}ba-u₂-ka\l1 ku₄(REC56)-ku₄(REC56)-da-ne₂ alan-e\dem1\erg nin-ŋu₁₀\abs ŋeštug₂-ga-ni-a\l1 mu-na-ni-ru-gu₂\v11sg3p sizkur-ŋu₁₀\abs he₂-na-be₂ ne-saŋ\abs a\abs mu-na-ru,nam-til₃
{d}ba-u₂ munus sag₉-ga dumu an-na nin iri-kug-ga nin-a-ni\dat nam-til₃ nam-mah-ni ensi₂ lagaš{ki}-ka-še₃ nin-ka-gen₆-na ama-tud-da-ne₂ {d}lamma tar-sir₂-sir₂-ra\abs kisal {d}ba-u₂-ka\l1 ku₄(REC56)-ku₄(REC56)-da-ne₂ alan-e\dem1\erg nin-ŋu₁₀\abs ŋeštug₂-ga-ni-a\l1 mu-na-ni-ru-gu₂\v11sg3p sizkur-ŋu₁₀\abs he₂-na-be₂ ne-saŋ\abs a\abs mu-na-ru,nam-mah-ni
{d}ba-u₂ munus sag₉-ga dumu an-na nin iri-kug-ga nin-a-ni\dat nam-til₃ nam-mah-ni ensi₂ lagaš{ki}-ka-še₃ nin-ka-gen₆-na ama-tud-da-ne₂ {d}lamma tar-sir₂-sir₂-ra\abs kisal {d}ba-u₂-ka\l1 ku₄(REC56)-ku₄(REC56)-da-ne₂ alan-e\dem1\erg nin-ŋu₁₀\abs ŋeštug₂-ga-ni-a\l1 mu-na-ni-ru-gu₂\v11sg3p sizkur-ŋu₁₀\abs he₂-na-be₂ ne-saŋ\abs a\abs mu-na-ru,ensi₂
{d}ba-u₂ munus sag₉-ga dumu an-na nin iri-kug-ga nin-a-ni\dat nam-til₃ nam-mah-ni ensi₂ lagaš{ki}-ka-še₃ nin-ka-gen₆-na ama-tud-da-ne₂ {d}lamma tar-sir₂-sir₂-ra\abs kisal {d}ba-u₂-ka\l1 ku₄(REC56)-ku₄(REC56)-da-ne₂ alan-e\dem1\erg nin-ŋu₁₀\abs ŋeštug₂-ga-ni-a\l1 mu-na-ni-ru-gu₂\v11sg3p sizkur-ŋu₁₀\abs he₂-na-be₂ ne-saŋ\abs a\abs mu-na-ru,lagaš{ki}-ka-še₃
{d}ba-u₂ munus sag₉-ga dumu an-na nin iri-kug-ga nin-a-ni\dat nam-til₃ nam-mah-ni ensi₂ lagaš{ki}-ka-še₃ nin-ka-gen₆-na ama-tud-da-ne₂ {d}lamma tar-sir₂-sir₂-ra\abs kisal {d}ba-u₂-ka\l1 ku₄(REC56)-ku₄(REC56)-da-ne₂ alan-e\dem1\erg nin-ŋu₁₀\abs ŋeštug₂-ga-ni-a\l1 mu-na-ni-ru-gu₂\v11sg3p sizkur-ŋu₁₀\abs he₂-na-be₂ ne-saŋ\abs a\abs mu-na-ru,nin-ka-gen₆-na
{d}ba-u₂ munus sag₉-ga dumu an-na nin iri-kug-ga nin-a-ni\dat nam-til₃ nam-mah-ni ensi₂ lagaš{ki}-ka-še₃ nin-ka-gen₆-na ama-tud-da-ne₂ {d}lamma tar-sir₂-sir₂-ra\abs kisal {d}ba-u₂-ka\l1 ku₄(REC56)-ku₄(REC56)-da-ne₂ alan-e\dem1\erg nin-ŋu₁₀\abs ŋeštug₂-ga-ni-a\l1 mu-na-ni-ru-gu₂\v11sg3p sizkur-ŋu₁₀\abs he₂-na-be₂ ne-saŋ\abs a\abs mu-na-ru,ama-tud-da-ne₂
{d}ba-u₂ munus sag₉-ga dumu an-na nin iri-kug-ga nin-a-ni\dat nam-til₃ nam-mah-ni ensi₂ lagaš{ki}-ka-še₃ nin-ka-gen₆-na ama-tud-da-ne₂ {d}lamma tar-sir₂-sir₂-ra\abs kisal {d}ba-u₂-ka\l1 ku₄(REC56)-ku₄(REC56)-da-ne₂ alan-e\dem1\erg nin-ŋu₁₀\abs ŋeštug₂-ga-ni-a\l1 mu-na-ni-ru-gu₂\v11sg3p sizkur-ŋu₁₀\abs he₂-na-be₂ ne-saŋ\abs a\abs mu-na-ru,{d}lamma tar-sir₂-sir₂-ra\abs
{d}ba-u₂ munus sag₉-ga dumu an-na nin iri-kug-ga nin-a-ni\dat nam-til₃ nam-mah-ni ensi₂ lagaš{ki}-ka-še₃ nin-ka-gen₆-na ama-tud-da-ne₂ {d}lamma tar-sir₂-sir₂-ra\abs kisal {d}ba-u₂-ka\l1 ku₄(REC56)-ku₄(REC56)-da-ne₂ alan-e\dem1\erg nin-ŋu₁₀\abs ŋeštug₂-ga-ni-a\l1 mu-na-ni-ru-gu₂\v11sg3p sizkur-ŋu₁₀\abs he₂-na-be₂ ne-saŋ\abs a\abs mu-na-ru,kisal {d}ba-u₂-ka\l1 ku₄(REC56)-ku₄(REC56)-da-ne₂
{d}ba-u₂ munus sag₉-ga dumu an-na nin iri-kug-ga nin-a-ni\dat nam-til₃ nam-mah-ni ensi₂ lagaš{ki}-ka-še₃ nin-ka-gen₆-na ama-tud-da-ne₂ {d}lamma tar-sir₂-sir₂-ra\abs kisal {d}ba-u₂-ka\l1 ku₄(REC56)-ku₄(REC56)-da-ne₂ alan-e\dem1\erg nin-ŋu₁₀\abs ŋeštug₂-ga-ni-a\l1 mu-na-ni-ru-gu₂\v11sg3p sizkur-ŋu₁₀\abs he₂-na-be₂ ne-saŋ\abs a\abs mu-na-ru,alan-e\dem1\erg nin-ŋu₁₀\abs
{d}ba-u₂ munus sag₉-ga dumu an-na nin iri-kug-ga nin-a-ni\dat nam-til₃ nam-mah-ni ensi₂ lagaš{ki}-ka-še₃ nin-ka-gen₆-na ama-tud-da-ne₂ {d}lamma tar-sir₂-sir₂-ra\abs kisal {d}ba-u₂-ka\l1 ku₄(REC56)-ku₄(REC56)-da-ne₂ alan-e\dem1\erg nin-ŋu₁₀\abs ŋeštug₂-ga-ni-a\l1 mu-na-ni-ru-gu₂\v11sg3p sizkur-ŋu₁₀\abs he₂-na-be₂ ne-saŋ\abs a\abs mu-na-ru,ŋeštug₂-ga-ni-a\l1 mu-na-ni-ru-gu₂\v11sg3p
{d}ba-u₂ munus sag₉-ga dumu an-na nin iri-kug-ga nin-a-ni\dat nam-til₃ nam-mah-ni ensi₂ lagaš{ki}-ka-še₃ nin-ka-gen₆-na ama-tud-da-ne₂ {d}lamma tar-sir₂-sir₂-ra\abs kisal {d}ba-u₂-ka\l1 ku₄(REC56)-ku₄(REC56)-da-ne₂ alan-e\dem1\erg nin-ŋu₁₀\abs ŋeštug₂-ga-ni-a\l1 mu-na-ni-ru-gu₂\v11sg3p sizkur-ŋu₁₀\abs he₂-na-be₂ ne-saŋ\abs a\abs mu-na-ru,sizkur-ŋu₁₀\abs he₂-na-be₂
{d}ba-u₂ munus sag₉-ga dumu an-na nin iri-kug-ga nin-a-ni\dat nam-til₃ nam-mah-ni ensi₂ lagaš{ki}-ka-še₃ nin-ka-gen₆-na ama-tud-da-ne₂ {d}lamma tar-sir₂-sir₂-ra\abs kisal {d}ba-u₂-ka\l1 ku₄(REC56)-ku₄(REC56)-da-ne₂ alan-e\dem1\erg nin-ŋu₁₀\abs ŋeštug₂-ga-ni-a\l1 mu-na-ni-ru-gu₂\v11sg3p sizkur-ŋu₁₀\abs he₂-na-be₂ ne-saŋ\abs a\abs mu-na-ru,ne-saŋ\abs
{d}ba-u₂ munus sag₉-ga dumu an-na nin iri-kug-ga nin-a-ni\dat nam-til₃ nam-mah-ni ensi₂ lagaš{ki}-ka-še₃ nin-ka-gen₆-na ama-tud-da-ne₂ {d}lamma tar-sir₂-sir₂-ra\abs kisal {d}ba-u₂-ka\l1 ku₄(REC56)-ku₄(REC56)-da-ne₂ alan-e\dem1\erg nin-ŋu₁₀\abs ŋeštug₂-ga-ni-a\l1 mu-na-ni-ru-gu₂\v11sg3p sizkur-ŋu₁₀\abs he₂-na-be₂ ne-saŋ\abs a\abs mu-na-ru,a\abs mu-na-ru
