Text,Line
{d}inana nin me₃\gen dam ki\abs aŋ₂-ŋa₂-ni-ir {d}amar-{d}suen {d}en-lil₂-le nibru{ki}-a mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ar-gi-bil-lu{zabar} e₂-ŋi₆-par₃-ra-ka-ni\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,{d}inana
{d}inana nin me₃\gen dam ki\abs aŋ₂-ŋa₂-ni-ir {d}amar-{d}suen {d}en-lil₂-le nibru{ki}-a mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ar-gi-bil-lu{zabar} e₂-ŋi₆-par₃-ra-ka-ni\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,nin me₃\gen
{d}inana nin me₃\gen dam ki\abs aŋ₂-ŋa₂-ni-ir {d}amar-{d}suen {d}en-lil₂-le nibru{ki}-a mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ar-gi-bil-lu{zabar} e₂-ŋi₆-par₃-ra-ka-ni\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,dam ki\abs aŋ₂-ŋa₂-ni-ir
{d}inana nin me₃\gen dam ki\abs aŋ₂-ŋa₂-ni-ir {d}amar-{d}suen {d}en-lil₂-le nibru{ki}-a mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ar-gi-bil-lu{zabar} e₂-ŋi₆-par₃-ra-ka-ni\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,{d}amar-{d}suen
{d}inana nin me₃\gen dam ki\abs aŋ₂-ŋa₂-ni-ir {d}amar-{d}suen {d}en-lil₂-le nibru{ki}-a mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ar-gi-bil-lu{zabar} e₂-ŋi₆-par₃-ra-ka-ni\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,{d}en-lil₂-le
{d}inana nin me₃\gen dam ki\abs aŋ₂-ŋa₂-ni-ir {d}amar-{d}suen {d}en-lil₂-le nibru{ki}-a mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ar-gi-bil-lu{zabar} e₂-ŋi₆-par₃-ra-ka-ni\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,nibru{ki}-a
{d}inana nin me₃\gen dam ki\abs aŋ₂-ŋa₂-ni-ir {d}amar-{d}suen {d}en-lil₂-le nibru{ki}-a mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ar-gi-bil-lu{zabar} e₂-ŋi₆-par₃-ra-ka-ni\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,mu\abs pad₃-da
{d}inana nin me₃\gen dam ki\abs aŋ₂-ŋa₂-ni-ir {d}amar-{d}suen {d}en-lil₂-le nibru{ki}-a mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ar-gi-bil-lu{zabar} e₂-ŋi₆-par₃-ra-ka-ni\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,saŋ-us₂
{d}inana nin me₃\gen dam ki\abs aŋ₂-ŋa₂-ni-ir {d}amar-{d}suen {d}en-lil₂-le nibru{ki}-a mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ar-gi-bil-lu{zabar} e₂-ŋi₆-par₃-ra-ka-ni\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,e₂ {d}en-lil₂-ka
{d}inana nin me₃\gen dam ki\abs aŋ₂-ŋa₂-ni-ir {d}amar-{d}suen {d}en-lil₂-le nibru{ki}-a mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ar-gi-bil-lu{zabar} e₂-ŋi₆-par₃-ra-ka-ni\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,lugal kalag-ga
{d}inana nin me₃\gen dam ki\abs aŋ₂-ŋa₂-ni-ir {d}amar-{d}suen {d}en-lil₂-le nibru{ki}-a mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ar-gi-bil-lu{zabar} e₂-ŋi₆-par₃-ra-ka-ni\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,lugal urim₅{ki}-ma
{d}inana nin me₃\gen dam ki\abs aŋ₂-ŋa₂-ni-ir {d}amar-{d}suen {d}en-lil₂-le nibru{ki}-a mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ar-gi-bil-lu{zabar} e₂-ŋi₆-par₃-ra-ka-ni\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,lugal an-ub-da limmu₂-ba-ke₄
{d}inana nin me₃\gen dam ki\abs aŋ₂-ŋa₂-ni-ir {d}amar-{d}suen {d}en-lil₂-le nibru{ki}-a mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ar-gi-bil-lu{zabar} e₂-ŋi₆-par₃-ra-ka-ni\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,ar-gi-bil-lu{zabar}
{d}inana nin me₃\gen dam ki\abs aŋ₂-ŋa₂-ni-ir {d}amar-{d}suen {d}en-lil₂-le nibru{ki}-a mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ar-gi-bil-lu{zabar} e₂-ŋi₆-par₃-ra-ka-ni\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,e₂-ŋi₆-par₃-ra-ka-ni\abs
{d}inana nin me₃\gen dam ki\abs aŋ₂-ŋa₂-ni-ir {d}amar-{d}suen {d}en-lil₂-le nibru{ki}-a mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ar-gi-bil-lu{zabar} e₂-ŋi₆-par₃-ra-ka-ni\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,mu-na-an-dim₂
{d}inana nin me₃\gen dam ki\abs aŋ₂-ŋa₂-ni-ir {d}amar-{d}suen {d}en-lil₂-le nibru{ki}-a mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ar-gi-bil-lu{zabar} e₂-ŋi₆-par₃-ra-ka-ni\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,nam-til₃-la-ni-še₃
{d}inana nin me₃\gen dam ki\abs aŋ₂-ŋa₂-ni-ir {d}amar-{d}suen {d}en-lil₂-le nibru{ki}-a mu\abs pad₃-da saŋ-us₂ e₂ {d}en-lil₂-ka lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ar-gi-bil-lu{zabar} e₂-ŋi₆-par₃-ra-ka-ni\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,a\abs mu-na-ru
