Text,Line
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen ad-da-ni-ir {d}šu-{d}suen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ e₂-šag₄-ge₄-pad₃-da e₂ ki\abs aŋ₂-ŋa₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,{d}šara₂
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen ad-da-ni-ir {d}šu-{d}suen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ e₂-šag₄-ge₄-pad₃-da e₂ ki\abs aŋ₂-ŋa₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,nir-ŋal₂ an-na
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen ad-da-ni-ir {d}šu-{d}suen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ e₂-šag₄-ge₄-pad₃-da e₂ ki\abs aŋ₂-ŋa₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,dumu ki\abs aŋ₂
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen ad-da-ni-ir {d}šu-{d}suen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ e₂-šag₄-ge₄-pad₃-da e₂ ki\abs aŋ₂-ŋa₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,{d}inana\gen
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen ad-da-ni-ir {d}šu-{d}suen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ e₂-šag₄-ge₄-pad₃-da e₂ ki\abs aŋ₂-ŋa₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,ad-da-ni-ir
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen ad-da-ni-ir {d}šu-{d}suen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ e₂-šag₄-ge₄-pad₃-da e₂ ki\abs aŋ₂-ŋa₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,{d}šu-{d}suen
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen ad-da-ni-ir {d}šu-{d}suen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ e₂-šag₄-ge₄-pad₃-da e₂ ki\abs aŋ₂-ŋa₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,lugal kalag-ga
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen ad-da-ni-ir {d}šu-{d}suen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ e₂-šag₄-ge₄-pad₃-da e₂ ki\abs aŋ₂-ŋa₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,lugal urim₅{ki}-ma
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen ad-da-ni-ir {d}šu-{d}suen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ e₂-šag₄-ge₄-pad₃-da e₂ ki\abs aŋ₂-ŋa₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,lugal an-ub-da limmu₂-ba-ke₄
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen ad-da-ni-ir {d}šu-{d}suen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ e₂-šag₄-ge₄-pad₃-da e₂ ki\abs aŋ₂-ŋa₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,e₂-šag₄-ge₄-pad₃-da
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen ad-da-ni-ir {d}šu-{d}suen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ e₂-šag₄-ge₄-pad₃-da e₂ ki\abs aŋ₂-ŋa₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,e₂ ki\abs aŋ₂-ŋa₂-ni\abs
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen ad-da-ni-ir {d}šu-{d}suen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ e₂-šag₄-ge₄-pad₃-da e₂ ki\abs aŋ₂-ŋa₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,nam-til₃-la-ni-še₃
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen ad-da-ni-ir {d}šu-{d}suen lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ e₂-šag₄-ge₄-pad₃-da e₂ ki\abs aŋ₂-ŋa₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,mu-na-du₃
