Text,Line
{d}i-da-du dumu-dumu {d}e-ba-ra-at\gen dumu {d}ki-in-da-du\gen sipad {d}utu\gen ki\abs aŋ₂ {d}inana\gen lugal an-ša-an{ki}\gen lugal si-ma-aš-ki u₃ elam-ma\gen\dat ki-te-en-ra-ki-id-da-bi sukkal-mah elam-ma\gen u₃ te-eb-bi-ir arad₂-da-a-ne₂ mu-na-dim₂,{d}i-da-du
{d}i-da-du dumu-dumu {d}e-ba-ra-at\gen dumu {d}ki-in-da-du\gen sipad {d}utu\gen ki\abs aŋ₂ {d}inana\gen lugal an-ša-an{ki}\gen lugal si-ma-aš-ki u₃ elam-ma\gen\dat ki-te-en-ra-ki-id-da-bi sukkal-mah elam-ma\gen u₃ te-eb-bi-ir arad₂-da-a-ne₂ mu-na-dim₂,dumu-dumu {d}e-ba-ra-at\gen
{d}i-da-du dumu-dumu {d}e-ba-ra-at\gen dumu {d}ki-in-da-du\gen sipad {d}utu\gen ki\abs aŋ₂ {d}inana\gen lugal an-ša-an{ki}\gen lugal si-ma-aš-ki u₃ elam-ma\gen\dat ki-te-en-ra-ki-id-da-bi sukkal-mah elam-ma\gen u₃ te-eb-bi-ir arad₂-da-a-ne₂ mu-na-dim₂,dumu {d}ki-in-da-du\gen
{d}i-da-du dumu-dumu {d}e-ba-ra-at\gen dumu {d}ki-in-da-du\gen sipad {d}utu\gen ki\abs aŋ₂ {d}inana\gen lugal an-ša-an{ki}\gen lugal si-ma-aš-ki u₃ elam-ma\gen\dat ki-te-en-ra-ki-id-da-bi sukkal-mah elam-ma\gen u₃ te-eb-bi-ir arad₂-da-a-ne₂ mu-na-dim₂,sipad {d}utu\gen
{d}i-da-du dumu-dumu {d}e-ba-ra-at\gen dumu {d}ki-in-da-du\gen sipad {d}utu\gen ki\abs aŋ₂ {d}inana\gen lugal an-ša-an{ki}\gen lugal si-ma-aš-ki u₃ elam-ma\gen\dat ki-te-en-ra-ki-id-da-bi sukkal-mah elam-ma\gen u₃ te-eb-bi-ir arad₂-da-a-ne₂ mu-na-dim₂,ki\abs aŋ₂ {d}inana\gen
{d}i-da-du dumu-dumu {d}e-ba-ra-at\gen dumu {d}ki-in-da-du\gen sipad {d}utu\gen ki\abs aŋ₂ {d}inana\gen lugal an-ša-an{ki}\gen lugal si-ma-aš-ki u₃ elam-ma\gen\dat ki-te-en-ra-ki-id-da-bi sukkal-mah elam-ma\gen u₃ te-eb-bi-ir arad₂-da-a-ne₂ mu-na-dim₂,lugal an-ša-an{ki}\gen
{d}i-da-du dumu-dumu {d}e-ba-ra-at\gen dumu {d}ki-in-da-du\gen sipad {d}utu\gen ki\abs aŋ₂ {d}inana\gen lugal an-ša-an{ki}\gen lugal si-ma-aš-ki u₃ elam-ma\gen\dat ki-te-en-ra-ki-id-da-bi sukkal-mah elam-ma\gen u₃ te-eb-bi-ir arad₂-da-a-ne₂ mu-na-dim₂,lugal si-ma-aš-ki u₃ elam-ma\gen\dat
{d}i-da-du dumu-dumu {d}e-ba-ra-at\gen dumu {d}ki-in-da-du\gen sipad {d}utu\gen ki\abs aŋ₂ {d}inana\gen lugal an-ša-an{ki}\gen lugal si-ma-aš-ki u₃ elam-ma\gen\dat ki-te-en-ra-ki-id-da-bi sukkal-mah elam-ma\gen u₃ te-eb-bi-ir arad₂-da-a-ne₂ mu-na-dim₂,ki-te-en-ra-ki-id-da-bi
{d}i-da-du dumu-dumu {d}e-ba-ra-at\gen dumu {d}ki-in-da-du\gen sipad {d}utu\gen ki\abs aŋ₂ {d}inana\gen lugal an-ša-an{ki}\gen lugal si-ma-aš-ki u₃ elam-ma\gen\dat ki-te-en-ra-ki-id-da-bi sukkal-mah elam-ma\gen u₃ te-eb-bi-ir arad₂-da-a-ne₂ mu-na-dim₂,sukkal-mah elam-ma\gen u₃ te-eb-bi-ir
{d}i-da-du dumu-dumu {d}e-ba-ra-at\gen dumu {d}ki-in-da-du\gen sipad {d}utu\gen ki\abs aŋ₂ {d}inana\gen lugal an-ša-an{ki}\gen lugal si-ma-aš-ki u₃ elam-ma\gen\dat ki-te-en-ra-ki-id-da-bi sukkal-mah elam-ma\gen u₃ te-eb-bi-ir arad₂-da-a-ne₂ mu-na-dim₂,arad₂-da-a-ne₂
{d}i-da-du dumu-dumu {d}e-ba-ra-at\gen dumu {d}ki-in-da-du\gen sipad {d}utu\gen ki\abs aŋ₂ {d}inana\gen lugal an-ša-an{ki}\gen lugal si-ma-aš-ki u₃ elam-ma\gen\dat ki-te-en-ra-ki-id-da-bi sukkal-mah elam-ma\gen u₃ te-eb-bi-ir arad₂-da-a-ne₂ mu-na-dim₂,mu-na-dim₂
