Text,Line
en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ra ud {d}lugal-urub{ki}-ke₄ en-an-na-tum₂-ra nam-lugal lagaš{ki}\gen\abs mu-na-šum₂-ma-a\l1,en-an-na-tum₂
en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ra ud {d}lugal-urub{ki}-ke₄ en-an-na-tum₂-ra nam-lugal lagaš{ki}\gen\abs mu-na-šum₂-ma-a\l1,ensi₂
en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ra ud {d}lugal-urub{ki}-ke₄ en-an-na-tum₂-ra nam-lugal lagaš{ki}\gen\abs mu-na-šum₂-ma-a\l1,lagaš{ki}\gen
en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ra ud {d}lugal-urub{ki}-ke₄ en-an-na-tum₂-ra nam-lugal lagaš{ki}\gen\abs mu-na-šum₂-ma-a\l1,šag₄\l3 pad₃-da
en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ra ud {d}lugal-urub{ki}-ke₄ en-an-na-tum₂-ra nam-lugal lagaš{ki}\gen\abs mu-na-šum₂-ma-a\l1,{d}nanše\gen
en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ra ud {d}lugal-urub{ki}-ke₄ en-an-na-tum₂-ra nam-lugal lagaš{ki}\gen\abs mu-na-šum₂-ma-a\l1,ensi₂-gal
en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ra ud {d}lugal-urub{ki}-ke₄ en-an-na-tum₂-ra nam-lugal lagaš{ki}\gen\abs mu-na-šum₂-ma-a\l1,{d}nin-ŋir₂-su₂-ka
en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ra ud {d}lugal-urub{ki}-ke₄ en-an-na-tum₂-ra nam-lugal lagaš{ki}\gen\abs mu-na-šum₂-ma-a\l1,dumu tud-da
en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ra ud {d}lugal-urub{ki}-ke₄ en-an-na-tum₂-ra nam-lugal lagaš{ki}\gen\abs mu-na-šum₂-ma-a\l1,{d}lugal-urub{ki}-ka
en-an-na-tum₂ ensi₂ lagaš{ki}\gen šag₄\l3 pad₃-da {d}nanše\gen ensi₂-gal {d}nin-ŋir₂-su₂-ka dumu tud-da {d}lugal-urub{ki}-ka dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka šeš ki\abs aŋ₂ e₂-an-na-tum₂ ensi₂ lagaš{ki}-ka-ra ud {d}lugal-urub{ki}-ke₄ en-an-na-tum₂-ra nam-lugal lagaš{ki}\gen\abs mu-na-šum₂-ma-a\l1,dumu aya₂-kur-gal
