id_text,text_name,version,l_no,text
c.2.4.4.a,A hymn for Šu-Suen,,1,sux:diŋir[deity]N sux:namhe[abundance]N sux:utud[bear]V/t sux:An[1]DN sux:igi[eye]N sux:bar[outside]V/t sux:Uraš[1]DN
c.2.4.4.a,A hymn for Šu-Suen,,2,sux:Šusuen[1]RN sux:lu[person]N sux:Nanna[1]DN sux:did[lawsuit]N sux:zu[know]V/t sux:igi[eye]N sux:Enlil[1]DN
c.2.4.4.a,A hymn for Šu-Suen,,3,sux:utud[bear]V/t sux:lu[person]N sux:ne[strength]N sux:mu[name]N sux:Nanna[1]DN sux:še[call]V/t
c.2.4.4.a,A hymn for Šu-Suen,,4,sux:Šusuen[1]RN sux:dumu[child]N sux:ursaŋ[hero]N sux:An[1]DN sux:ki[place]N sux:aŋ[measure]V/t sux:Enlil[1]DN
c.2.4.4.a,A hymn for Šu-Suen,,5,sux:Ekur[1]TN sux:zagin[lapis]N sux:saŋ[head]N sux:il[raise]V/t sux:Uraš[1]DN sux:utud[bear]V/t
c.2.4.4.a,A hymn for Šu-Suen,,6,sux:šag[heart]N sux:Uraš[1]DN sux:pad[find]V/t sux:kur[mountain]N sux:il[raise]V/t
c.2.4.4.a,A hymn for Šu-Suen,,7,sux:suhgir[diadem]N sux:saŋ[head]N sux:mah[great]V/i sux:Enlil[1]DN sux:ŋidru[scepter]N sux:sud[distant]V/i
c.2.4.4.a,A hymn for Šu-Suen,,8,sux:dili[single]V/i sux:ŋeš[tree]N sux:tuku[acquire]V/t sux:Enlil[1]DN sux:a[arm]N sux:mah[great]V/i sux:šum[give]V/t
c.2.4.4.a,A hymn for Šu-Suen,,9,sux:šu[hand]N sux:dug[speak]V/t sux:An[1]DN sux:zagin[lapis]N sux:Ninlil[1]DN sux:tam[trust]V/t
c.2.4.4.a,A hymn for Šu-Suen,,10,sux:Šusuen[1]RN sux:ua[provisioner]N sux:hili[attractiveness]N sux:mul[star]N
c.2.4.4.a,A hymn for Šu-Suen,,11,sux:kirugu[notation]N sux:1-kam-ma[1st]NU
