id_text,text_name,version,l_no,text
c.5.7.a,Public announcement of the loss of a seal,,1,sux:kišib[seal]N sux:mu[name]N sux:sar[write]V/t sux:UrDUN[1]PN sux:damgar[merchant]N sux:ugu[cvne]N sux:de[pour]V/t
c.5.7.a,Public announcement of the loss of a seal,,2,sux:inim[word]N sux:puhrum[assembly]N
c.5.7.a,Public announcement of the loss of a seal,,3,sux:niŋir[herald]N sux:sila[street]N sux:si[horn]N sux:gu[voice]N sux:rah[beat]V/t
c.5.7.a,Public announcement of the loss of a seal,,4,sux:lu[person]N sux:name[any]AJ sux:niŋ[thing]N sux:name[any]AJ sux:ugu[skull]N sux:tuku[acquire]V/t
c.5.7.a,Public announcement of the loss of a seal,,5,sux:Lusuena[1]PN sux:šakkanak[general]N
c.5.7.a,Public announcement of the loss of a seal,,6,sux:Lugalmelem[1]PN sux:ensik[ruler]N sux:saŋŋa[official]N
c.5.7.a,Public announcement of the loss of a seal,,6A,sux:me[be]V/i sux:kišib[seal]N sux:X[X]V
c.5.7.a,Public announcement of the loss of a seal,,7,sux:Zuzu[1]PN sux:ummia[expert]N
c.5.7.a,Public announcement of the loss of a seal,,8,sux:Sidu[1]PN sux:dubsar[scribe]N
c.5.7.a,Public announcement of the loss of a seal,,9,sux:Allub[1]PN sux:agrig[steward]N
c.5.7.a,Public announcement of the loss of a seal,,10,sux:Bansagen[1]PN sux:gala[singer]N
c.5.7.a,Public announcement of the loss of a seal,,11,sux:Ullia[1]PN sux:hazanum[mayor]N
c.5.7.a,Public announcement of the loss of a seal,,12,sux:niŋir[herald]N sux:lukiʾinimak[witness]N
