id_text,text_name,version,l_no,text
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,1,
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,2,sux:dim[create]V/t
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,3,sux:šu[hand]N sux:bar[outside]V/t
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,4,sux:sig[put]V/t
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,5,sux:šu[hand]N sux:bar[outside]V/t
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,6,sux:ŋeštug[ear]N sux:kalam[land]N sux:ud[sun]N sux:šuš[cover]V/t
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,7,sux:ri[impose]V/t sux:kiŋ[seek]V/t
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,8,sux:gun[load]N sux:dugud[heavy]V/i sux:zal[pass]V/t
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,9,sux:ri[impose]V/t
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,10,sux:zid[flour]N sux:ri[impose]V/t
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,11,sux:igi[eye]N sux:bar[outside]V/t
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,12,sux:ri[impose]V/t
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,13,sux:Šulgir[1]RN sux:lugal[king]N sux:Urim[1]SN
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,14,sux:me[be]V/i
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,15,
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,16,sux:aya[father]N
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,17,sux:Lugalbanda[1]DN
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,18,sux:hul[rejoice]V/i
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,19,sux:sud[distant]V/i
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,20,sux:sud[distant]V/i
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,21,
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,22,
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,23,sux:ŋaʾe[I]IP
c.2.4.2.23,A praise poem of Šulgi (Šulgi W),,24,
