id_text,text_name,version,l_no,text
c.2.5.4.b,A hymn to Enki for Išme-Dagan,,1,sux:ambar[reed-bed]N
c.2.5.4.b,A hymn to Enki for Išme-Dagan,,2,sux:agar[meadow]N sux:gal[big]V/i sux:gana[field]N
c.2.5.4.b,A hymn to Enki for Išme-Dagan,,3,sux:pukiri[orchard]N sux:kug[pure]V/i sux:il[raise]V/t
c.2.5.4.b,A hymn to Enki for Išme-Dagan,,4,sux:ugu[food]N sux:a[water]N sux:naŋ[drink]V/t sux:Anunak[1]DN
c.2.5.4.b,A hymn to Enki for Išme-Dagan,,5,sux:aya[father]N sux:Enlil[1]DN sux:ama[mother]N sux:gal[big]V/i sux:Ninlil[1]DN sux:saŋ[head]N sux:rig[donate]V/t
c.2.5.4.b,A hymn to Enki for Išme-Dagan,,6,sux:Nibru[1]SN sux:mah[great]V/i sux:en[lord]N sux:nin[lady]N sux:diŋir[deity]N sux:name[any]AJ sux:dib[pass]V/t
c.2.5.4.b,A hymn to Enki for Išme-Dagan,,7,sux:ane[he]IP sux:nun[prince]N sux:ir[mighty]AJ sux:diŋir[deity]N sux:pa[branch]N sux:e[leave]V/i
c.2.5.4.b,A hymn to Enki for Išme-Dagan,,8,sux:Enlil[1]DN sux:Ninlil[1]DN sux:diŋir[deity]N sux:name[any]AJ sux:dib[pass]V/t
c.2.5.4.b,A hymn to Enki for Išme-Dagan,,9,sux:ane[he]IP sux:nun[prince]N sux:ir[mighty]AJ sux:en[lord]N sux:nam[fate]N sux:tar[cut]V/t
c.2.5.4.b,A hymn to Enki for Išme-Dagan,,10,sux:šag[heart]N sux:lugal[king]N sux:Enki[1]DN sux:me[Being]N sux:šum[give]V/t
c.2.5.4.b,A hymn to Enki for Išme-Dagan,,11,sux:Nibru[1]SN sux:šir[song]N sux:kug[pure]V/i sux:niŋ[thing]N sux:kal[rare]V/i sux:ar[praise]N sux:dib[pass]V/t
c.2.5.4.b,A hymn to Enki for Išme-Dagan,,12,sux:Išmedagan[1]RN sux:duri[forever]AJ sux:kag[mouth]N sux:ŋar[place]V/t
