id_text,text_name,version,l_no,text
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,1,
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,2,sux:aŋi[wave]N sux:id[river]N sux:kuš[devastation]N sux:su[sink]V/t sux:su[sink]V/t
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,3,sux:lugal[king]N sux:DU[DU]V
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,4,sux:lugal[king]N sux:utud[bear]V/t sux:heŋal[plenty]N sux:saŋ[head]N
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,5,sux:Ninŋišzidak[1]DN sux:zamin[lyre]N sux:dug[good]V/i
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,6,sux:kirugu[notation]N sux:1-kam-ma[1st]NU
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,7,sux:en[lord]N sux:Ninŋišzidak[1]DN
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,8,
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,9,sux:ursaŋ[hero]N sux:ki[place]N sux:aŋ[measure]V/t sux:An[1]DN sux:kug[pure]V/i
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,10,sux:en[lord]N sux:kur[mountain]N sux:šuba[multicoloured]V/i sux:gal[big]V/i sux:utud[bear]V/t
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,11,sux:en[lord]N sux:igi[eye]N sux:gunu[speckled]V/i sux:hili[attractiveness]N sux:namŋuruš[manliness]N
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,12,sux:ursaŋ[hero]N sux:gal[big]V/i sux:me[battle]N sux:sahar[soil]N sux:a[arm]N sux:zid[right]V/i sux:lugal[king]N
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,13,sux:en[lord]N sux:Ninŋišzidak[1]DN sux:zamin[lyre]N sux:dug[good]V/i sux:šir[song]N sux:dug[speak]V/t
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,14,sux:kirugu[notation]N sux:2-kam-ma[2nd]NU
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,15,sux:ursaŋ[hero]N sux:ki[place]N sux:kul[run]V/t
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,16,sux:Ninŋišzidak[1]DN sux:ki[place]N sux:aŋ[measure]V/t sux:An[1]DN sux:kug[pure]V/i
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,17,sux:id[river]N sux:aʾeštub[flooding]N sux:ŋal[be]V/i sux:Enki[1]DN sux:hul[rejoice]V/i
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,18,sux:ašag[field]N sux:še[barley]N sux:gunu[flax]N sux:ŋal[be]V/i sux:hul[rejoice]V/i
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,19,sux:an[sky]N sux:saŋ[head]N sux:il[raise]V/t sux:en[lord]N sux:Ninŋišzidak[1]DN
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,20,sux:de[pour]V/t sux:en[lord]N sux:Ninŋišzidak[1]DN
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,21,sux:sud[distant]V/i sux:umbin[nail]N sux:gid[long]V/i
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,22,sux:en[lord]N sux:Ninŋišzidak[1]DN sux:zamin[lyre]N sux:dug[good]V/i
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,23,sux:kirugu[notation]N sux:3-kam-ma[3rd]NU
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,24,sux:a[water]N sux:zid[right]V/i sux:ri[impose]V/t
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,25,sux:Ninŋišzidak[1]DN sux:Enlil[1]DN sux:silim[healthy]V/i sux:dug[speak]V/t
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,26,sux:zu[know]V/t sux:kalam[land]N sux:utud[bear]V/t
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,27,sux:utud[bear]V/t
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,28,sux:hul[rejoice]V/i sux:bar[outside]V/t
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,29,sux:en[lord]N sux:Ninŋišzidak[1]DN sux:zamin[lyre]N sux:dug[good]V/i sux:šir[song]N
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,30,sux:dug[speak]V/t
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,31,sux:kirugu[notation]N sux:4-kam-ma[4th]NU
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,32,sux:ursaŋ[hero]N sux:uma[triumph]N sux:sa[equal]V/t sux:namnun[magnificence]N
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,33,sux:kug[pure]V/i
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,34,sux:pad[find]V/t sux:lugal[king]N
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,35,sux:X[X]V
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,36,sux:iginim[land]N
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,37,
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,38,sux:en[lord]N sux:Ninŋišzidak[1]DN sux:zamin[lyre]N sux:dug[good]V/i sux:šir[song]N
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,39,sux:dug[speak]V/t
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,40,sux:kirugu[notation]N sux:5-kam-ma[5th]NU
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,41,
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,42,sux:e[house]N sux:namtil[life]N
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,43,sux:Ninŋišzidak[1]DN sux:e[house]N
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,44,sux:ki[place]N sux:gal[big]V/i
c.4.19.3,A hymn to Ninŋišzida (Ninŋišzida C),,45,sux:barag[sanctum]N
