id_text,text_name,l_no,text
dcclt/Q000001,OB Nippur Ura 03,1,sux:udu[sheep]N sux:niga[fattened]V/i
dcclt/Q000001,OB Nippur Ura 03,2,sux:udu[sheep]N sux:niga[fattened]V/i sux:sag[rare]V/i
dcclt/Q000001,OB Nippur Ura 03,3,sux:udu[sheep]N sux:niga[fattened]V/i sux:ŋirgul[~wool]N
dcclt/Q000001,OB Nippur Ura 03,4,sux:udu[sheep]N sux:nita[male]N
dcclt/Q000001,OB Nippur Ura 03,5,sux:udu[sheep]N sux:nita[male]N sux:ŋešdu[breeder]N
dcclt/Q000001,OB Nippur Ura 03,6,sux:udu[sheep]N sux:u[grass]N
dcclt/Q000001,OB Nippur Ura 03,7,sux:udu[sheep]N sux:utuwa[stud]N
dcclt/Q000001,OB Nippur Ura 03,8,sux:udu[sheep]N sux:aslum[sheep]N
dcclt/Q000001,OB Nippur Ura 03,9,sux:udu[sheep]N sux:aslum[sheep]N sux:niga[fattened]V/i
dcclt/Q000001,OB Nippur Ura 03,10,sux:udu[sheep]N sux:aslum[sheep]N sux:niga[fattened]V/i sux:sag[rare]V/i
dcclt/Q000001,OB Nippur Ura 03,11,sux:udu[sheep]N sux:aslum[sheep]N sux:gukkal[sheep]N
dcclt/Q000001,OB Nippur Ura 03,12,sux:udu[sheep]N sux:gukkal[sheep]N
dcclt/Q000001,OB Nippur Ura 03,13,sux:udu[sheep]N sux:gukkal[sheep]N sux:niga[fattened]V/i
dcclt/Q000001,OB Nippur Ura 03,14,sux:udu[sheep]N sux:gukkal[sheep]N sux:niga[fattened]V/i sux:sag[rare]V/i
dcclt/Q000001,OB Nippur Ura 03,15,sux:udu[sheep]N sux:gukkal[sheep]N sux:ib[hips]N sux:la[hang]V/t
dcclt/Q000001,OB Nippur Ura 03,16,sux:udu[sheep]N sux:TU[sheep]N
dcclt/Q000001,OB Nippur Ura 03,17,sux:udu[sheep]N sux:ad[crippled]V/i
dcclt/Q000001,OB Nippur Ura 03,18,sux:udu[sheep]N sux:kudkudra[disabled]N
dcclt/Q000001,OB Nippur Ura 03,19,sux:udu[sheep]N sux:deg[collect]V/t
dcclt/Q000001,OB Nippur Ura 03,20,sux:udu[sheep]N sux:na[cvne]N sux:deg[collect]V/t
dcclt/Q000001,OB Nippur Ura 03,21,sux:udu[sheep]N sux:kur[mountain]N
dcclt/Q000001,OB Nippur Ura 03,22,sux:udu[sheep]N sux:HI.gina[unmng]N
dcclt/Q000001,OB Nippur Ura 03,23,sux:udu[sheep]N sux:diŋir[deity]N sux:gu[eat]V/t
dcclt/Q000001,OB Nippur Ura 03,24,sux:udu[sheep]N sux:urmah[lion]N sux:gu[eat]V/t
dcclt/Q000001,OB Nippur Ura 03,25,sux:udu[sheep]N sux:urbara[wolf]N sux:gu[eat]V/t
dcclt/Q000001,OB Nippur Ura 03,26,sux:udu[sheep]N sux:šurum[litter]N
dcclt/Q000001,OB Nippur Ura 03,27,sux:udu[sheep]N sux:gag[pock]N sux:šub[fall]V/t
dcclt/Q000001,OB Nippur Ura 03,28,sux:udu[sheep]N sux:mur[lung]N sux:šub[fall]V/t
dcclt/Q000001,OB Nippur Ura 03,29,sux:udu[sheep]N sux:gum[mange]N sux:šub[fall]V/t
dcclt/Q000001,OB Nippur Ura 03,30,sux:udu[sheep]N sux:ib[hips]N sux:gig[sick]V/i
dcclt/Q000001,OB Nippur Ura 03,31,sux:udu[sheep]N sux:šag[heart]N sux:sur[press]V/t
dcclt/Q000001,OB Nippur Ura 03,32,sux:udu[sheep]N sux:du[push]V/t
dcclt/Q000001,OB Nippur Ura 03,33,sux:udu[sheep]N sux:gurgur[~animal]N
dcclt/Q000001,OB Nippur Ura 03,34,sux:udu[sheep]N sux:ur[roof]N
dcclt/Q000001,OB Nippur Ura 03,35,sux:udu[sheep]N sux:ur[roof]N
dcclt/Q000001,OB Nippur Ura 03,36,sux:udu[sheep]N sux:nim[high]V/i
dcclt/Q000001,OB Nippur Ura 03,37,sux:udu[sheep]N sux:nim[high]V/i
dcclt/Q000001,OB Nippur Ura 03,38,sux:udu[sheep]N sux:saŋ[head]N sux:nim[high]V/i
dcclt/Q000001,OB Nippur Ura 03,39,sux:udu[sheep]N sux:saʾadgal[disease]N
dcclt/Q000001,OB Nippur Ura 03,40,sux:udu[sheep]N sux:saʾadnim[disease]N
dcclt/Q000001,OB Nippur Ura 03,41,sux:udu[sheep]N sux:siʾilla[inspection]N
dcclt/Q000001,OB Nippur Ura 03,42,sux:udu[sheep]N sux:si[horn]N sux:min[two]NU sux:la[hang]V/t
dcclt/Q000001,OB Nippur Ura 03,43,sux:udu[sheep]N sux:zusiga[~sheep]N
dcclt/Q000001,OB Nippur Ura 03,44,sux:udu[sheep]N sux:zusiga[~sheep]N sux:kur[mountain]N
dcclt/Q000001,OB Nippur Ura 03,45,sux:udu[sheep]N sux:zusiga[~sheep]N sux:MAR.TU[westerner]N
dcclt/Q000001,OB Nippur Ura 03,46,sux:udu[sheep]N sux:maššugidgid[diviner]N
dcclt/Q000001,OB Nippur Ura 03,47,sux:udu[sheep]N sux:mašdarea[payment]N
dcclt/Q000001,OB Nippur Ura 03,48,sux:udu[sheep]N sux:namuruna[~herd]N
dcclt/Q000001,OB Nippur Ura 03,49,sux:udu[sheep]N sux:namraʾak[booty]N
dcclt/Q000001,OB Nippur Ura 03,50,sux:udu[sheep]N sux:namerim[oath]N
dcclt/Q000001,OB Nippur Ura 03,51,sux:udu[sheep]N sux:Eana[1]TN
dcclt/Q000001,OB Nippur Ura 03,52,sux:udu[sheep]N sux:dagaltuma[pouch]N
dcclt/Q000001,OB Nippur Ura 03,53,sux:udu[sheep]N sux:barŋal[~sheep]N
dcclt/Q000001,OB Nippur Ura 03,54,sux:udu[sheep]N sux:barsuga[~sheep]AJ
dcclt/Q000001,OB Nippur Ura 03,55,sux:udu[sheep]N sux:barsal[sheep]N
dcclt/Q000001,OB Nippur Ura 03,56,sux:udu[sheep]N sux:ŋirtab[scorpion]N
dcclt/Q000001,OB Nippur Ura 03,57,sux:udu[sheep]N sux:zulumhi[sheep]N
dcclt/Q000001,OB Nippur Ura 03,58,sux:udu[sheep]N sux:gaba[chest]N
dcclt/Q000001,OB Nippur Ura 03,59,sux:udu[sheep]N sux:gabaria[offering]N
dcclt/Q000001,OB Nippur Ura 03,60,sux:udu[sheep]N sux:igidu[gift]N
dcclt/Q000001,OB Nippur Ura 03,61,sux:udu[sheep]N sux:urri[~sheep]N
